Date,PPG,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer,Segment,Sub.Segment,Brand,Sub.Brand,Packsize,Product.Type,APN,Vol.Sales,Wtd.Selling.Dist,PPG_Retailer,Price,WeekNum,Month,Quarter,Year,Month_Year
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,420.0,Product.Type 3,APN 12,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,520.0,Product.Type 3,APN 191,3.4138,99.8,Promo.Group 5__Retailer 0,0.009587919620364404,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,480.0,Product.Type 3,APN 206,0.00288,3.0,Promo.Group 5__Retailer 0,0.0125,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,1100.0,Product.Type 3,APN 212,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,1000.0,Product.Type 3,APN 214,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,520.0,Product.Type 3,APN 217,11.7702,99.9,Promo.Group 5__Retailer 0,0.009590996159793376,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,625.0,Product.Type 3,APN 218,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,1100.0,Product.Type 3,APN 226,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,1200.0,Product.Type 3,APN 227,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,520.0,Product.Type 3,APN 230,8.1536,100.0,Promo.Group 5__Retailer 0,0.009596802884615384,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Xmas,,Brand 5,Sub.Brand 63,480.0,Product.Type 3,APN 593,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,31,8,3,2018,8__2018
2018-08-12,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,420.0,Product.Type 3,APN 12,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,32,8,3,2018,8__2018
2018-08-12,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,520.0,Product.Type 3,APN 191,3.89272,99.8,Promo.Group 5__Retailer 0,0.009582217575371463,32,8,3,2018,8__2018
2018-08-12,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,480.0,Product.Type 3,APN 206,0.0096,2.2,Promo.Group 5__Retailer 0,0.008656249999999999,32,8,3,2018,8__2018
2018-08-12,Promo.Group 5,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 5,Sub.Brand 63,1100.0,Product.Type 3,APN 212,0.0,0.0,Promo.Group 5__Retailer 0,0.009688850860469656,32,8,3,2018,8__2018
