Date,PPG,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer,Segment,Sub.Segment,Brand,Sub.Brand,Packsize,Product.Type,APN,Vol.Sales,Wtd.Selling.Dist,PPG_Retailer,Price,WeekNum,Month,Quarter,Year,Month_Year
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,420.0,Product.Type 3,APN 12,3.06936,99.8,Promo.Group 5__Retailer 1,0.011826161154116818,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,520.0,Product.Type 3,APN 191,2.626,93.6,Promo.Group 5__Retailer 1,0.0095428476770754,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,480.0,Product.Type 3,APN 206,3.26112,93.1,Promo.Group 5__Retailer 1,0.007847234692375625,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,1100.0,Product.Type 3,APN 212,0.0,0.0,Promo.Group 5__Retailer 1,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,1000.0,Product.Type 3,APN 214,0.0,0.0,Promo.Group 5__Retailer 1,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,520.0,Product.Type 3,APN 217,11.59704,99.9,Promo.Group 5__Retailer 1,0.009550090799031477,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,625.0,Product.Type 3,APN 218,0.0,0.0,Promo.Group 5__Retailer 1,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,1100.0,Product.Type 3,APN 226,0.0,0.0,Promo.Group 5__Retailer 1,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,1200.0,Product.Type 3,APN 227,0.0,0.0,Promo.Group 5__Retailer 1,0.009688850860469656,31,8,3,2018,8__2018
2018-08-05,Promo.Group 5,1,0,0,1,0,0,Retailer 1,Candy Bags,,Brand 5,Sub.Brand 63,520.0,Product.Type 3,APN 230,9.25236,100.0,Promo.Group 5__Retailer 1,0.009543942950771479,31,8,3,2018,8__2018
