PPG_Retailer_Variant,Model,Train_r2,Test_r2,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Packsize,Wtd.Selling.Dist,WeekNum,Month,Product.Type_Product.Type 3,Constant,Top3_most_important_features
Promo.Group 22__Retailer 0,LinearRegression,0.786960929564748,0.359485312868303,1.3597501671878265,-0.788133616683456,2.220446049250313e-16,-8.881784197001252e-16,0.0,1.3597501671878265,0.0,2.684247378115389,2.291692599170328,0.19232112287553565,0.6109082043169117,-0.7507481481905405,"Wtd.Selling.Dist, WeekNum, promo_catalogue"
Promo.Group 22__Retailer 0,SGDRegression,0.7132050515509811,0.4179802843013791,0.35218208029601794,-0.2924263546308268,0.0,0.0,0.0,0.35218208029601794,0.0,2.0523553341873035,0.8762974447278751,0.8127489036053994,-0.15138675221695283,0.09388803929710092,"Wtd.Selling.Dist, WeekNum, Month"
Promo.Group 22__Retailer 0,LassoRegression,0.7869602309185374,0.35964333868501774,2.710957894028973,-0.7856634396583553,0.0,0.0,0.0,0.0,0.0,2.68396115568202,2.2903960879951826,0.1905249380377569,0.6073246927147778,-0.7493044593108169,"promo_catalogue, Wtd.Selling.Dist, WeekNum"
Promo.Group 22__Retailer 0,RidgeRegression,0.7856658256982593,0.3772421526482609,1.2175310509324166,-0.7456892016665606,0.0,0.0,0.0,1.2175310509324169,0.0,2.629050725122564,2.0295104495132428,0.3258142597700251,0.5349670998509052,-0.6542347352541413,"Wtd.Selling.Dist, WeekNum, display_bronze"
Promo.Group 22__Retailer 0,LinearRegression_Positive,0.7660580401477051,0.4000942465359997,0.0,0.0,0.0,0.0,0.0,2.8689773047187264,0.0,2.5955185953753994,2.1481956527401644,0.0,0.0841173399150431,-0.6336173830793195,"display_bronze, Wtd.Selling.Dist, WeekNum"
Promo.Group 22__Retailer 0,LassoRegression_Positive,0.7660575377005513,0.4001651610242639,2.860243479669622,0.0,0.0,0.0,0.0,8.200953960867879e-15,0.0,2.5953608257513663,2.146035484796437,0.0,0.08225296874811808,-0.6323747613632045,"promo_catalogue, Wtd.Selling.Dist, WeekNum"
Promo.Group 22__Retailer 0,ElasticNetRegression_Positive,0.7656297713591363,0.4020840635511741,1.3160038713242295,0.0,0.0,0.0,0.0,1.3150974067092913,0.0,2.5821035543565714,2.0698556281530553,0.0,0.05838167712245809,-0.5876898466910094,"Wtd.Selling.Dist, WeekNum, promo_catalogue"
