PPG_Retailer_Variant,Model,Train_r2,Test_r2,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Packsize,Wtd.Selling.Dist,WeekNum,Month,Segment_Xmas,Product.Type_Product.Type 3,Constant,Top3_most_important_features
Promo.Group 5__Retailer 1,LinearRegression,0.7103017632343736,0.7036575016824691,1.1040163248820651,0.0,0.8315977317554423,0.0654412570479078,-0.8165659864963635,0.17415520302870682,0.5260026659704442,7.080588965912098,1.057638519443554,0.2486433013927309,-0.4199503640234855,-0.625591248975687,-0.6913625410977486,"Wtd.Selling.Dist, promo_catalogue, WeekNum"
Promo.Group 5__Retailer 1,SGDRegression,0.7093910503634404,0.7059215664316416,1.0338136317738411,0.0,0.8186303219494165,0.08655559185254326,-0.5565596125830045,0.17849935687373922,0.21138538121694694,6.869289810729465,0.7571377552475607,0.43592165871298727,-0.6489123786476702,-0.5391961297906711,-0.4606344776113556,"Wtd.Selling.Dist, promo_catalogue, display_platinum"
Promo.Group 5__Retailer 1,LassoRegression,0.7101450978934862,0.705853429297698,1.0633079680369417,0.0,0.7422408988042694,0.012179673428767452,-0.6836773444446532,0.1379622759094999,0.47052707052605913,7.039918161322187,1.0251797144219021,0.2175110763157336,-0.3993298814024716,-0.5493376163486937,-0.6344842778939461,"Wtd.Selling.Dist, promo_catalogue, WeekNum"
Promo.Group 5__Retailer 1,RidgeRegression,0.7099109533272576,0.7033345243348581,1.045226318067859,0.0,0.8056646719012284,0.07665368796340882,-0.706881555637896,0.17950744131741944,0.3686045478066818,6.89131110255199,0.935103173915381,0.3277407837543033,-0.4737530664576703,-0.5646736125504582,-0.5610352516803974,"Wtd.Selling.Dist, promo_catalogue, WeekNum"
Promo.Group 5__Retailer 1,LinearRegression_Positive,0.7069067920249521,0.7015960193789136,0.7172465166608176,0.0,1.215965201592302,0.0399291584825664,0.0,0.22550193867396964,0.6441388147911311,7.129449140009174,1.2801491516520804,0.1991822105007731,0.0,0.0,-0.8918856780764108,"Wtd.Selling.Dist, WeekNum, display_platinum"
Promo.Group 5__Retailer 1,LassoRegression_Positive,0.7064110789737408,0.7055927457919093,0.7349266685216974,0.0,0.9177212944740621,0.0,0.0,0.13647948147046543,0.5068225902715282,7.035860210516301,1.0840134692055448,0.17066893181051002,0.0,0.0,-0.7255768327760959,"Wtd.Selling.Dist, WeekNum, display_platinum"
Promo.Group 5__Retailer 1,ElasticNetRegression_Positive,0.7065696224045728,0.7015049305762076,0.7472263607792092,0.0,1.0832035758664746,0.048764575773717816,0.0,0.22114136903620646,0.5120746770974397,6.964227651852113,1.1007359556938607,0.300198553283339,0.0,0.0,-0.7701368977335532,"Wtd.Selling.Dist, WeekNum, display_platinum"
