PPG_Retailer_Variant,Model,Train_r2,Test_r2,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Packsize,Wtd.Selling.Dist,WeekNum,Month,Product.Type_Product.Type 3,Constant,Top3_most_important_features
Promo.Group 19__Retailer 0,LinearRegression,0.8050696038922354,0.7516863416673654,0.20698954392539545,0.34681245476032707,-2.220446049250313e-16,2.220446049250313e-16,8.881784197001252e-16,0.20698954392539567,0.026777445971829444,5.161077919902668,2.346803593971481,0.22499863025937933,-0.11200429487816335,-0.7917110910090681,"Wtd.Selling.Dist, WeekNum, promo_ins"
Promo.Group 19__Retailer 0,SGDRegression,0.7965940028180591,0.8015655725452857,0.1279155811844641,0.27198721891644656,0.0,0.0,0.0,0.1279155811844641,-0.2095788914426467,4.941608925617159,1.085050333280517,0.5411556712561053,-0.033983250045890534,-0.4299908120984224,"Wtd.Selling.Dist, WeekNum, Month"
Promo.Group 19__Retailer 0,LassoRegression,0.8041641453951757,0.7692056344854961,0.0,0.24532158919223968,0.0,0.0,0.0,0.0,0.0,5.105773475626999,2.112266445658058,0.23120570971735524,-0.0,-0.6944275319440698,"Wtd.Selling.Dist, WeekNum, promo_ins"
Promo.Group 19__Retailer 0,RidgeRegression,0.804222088960888,0.7678508850035873,0.19885187537067736,0.33012996597082067,0.0,0.0,0.0,0.19885187537067708,-0.01275314667472677,5.03749473324068,2.008820840774531,0.331292306899226,-0.09180929500201108,-0.7091566052313965,"Wtd.Selling.Dist, WeekNum, Month"
Promo.Group 19__Retailer 0,LinearRegression_Positive,0.804969066573525,0.7544103470656787,0.0,0.3006030253698193,0.0,0.0,0.0,0.4136197644373944,0.026753870039103903,5.160914491311651,2.3450908146699816,0.23276495369629888,0.0,-0.7949763432506021,"Wtd.Selling.Dist, WeekNum, display_bronze"
Promo.Group 19__Retailer 0,LassoRegression_Positive,0.8042948320486211,0.7673709556881789,0.0,0.2519299593316933,0.0,0.0,0.0,0.0,0.0,5.111716408559155,2.1477369481821116,0.22998750400021603,0.0,-0.7057154951265092,"Wtd.Selling.Dist, WeekNum, promo_ins"
Promo.Group 19__Retailer 0,ElasticNetRegression_Positive,0.8042948320486211,0.7673709556881789,0.0,0.2519299593316933,0.0,0.0,0.0,0.0,0.0,5.111716408559155,2.1477369481821116,0.22998750400021603,0.0,-0.7057154951265092,"Wtd.Selling.Dist, WeekNum, promo_ins"
