PPG_Retailer_Variant,Model,Train_r2,Test_r2,Test_sMAPE,display_bronze,within_display_bronze,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,Top3_most_important_features
Promo.Group 3__Retailer 1,LinearRegression,0.7919248309220076,0.0746905499825058,46.89942789716228,0.040503592225803846,0.06625152675003718,0.003667782659874648,0.20881085552399314,-0.15231972200963292,0.12549505700796548,-0.10404864087033232,0.3290875852569442,-0.2966724395759825,0.020081953519555187,-0.5378132535011556,0.20178264217786798,0.27094625732990135,-0.13149935944699162,0.2935191860476048,0.05383185540818749,-0.13543252437840703,0.8862321226726251,0.3731669292694263,"display_platinum, within_display_platinum, Wtd.Selling.Dist"
Promo.Group 3__Retailer 1,SGDRegression,0.5781374004475222,0.5183627899895361,42.15715573937219,0.015547902865790964,0.07600295114174414,0.017737818440914804,0.0606695048545195,-0.014749943444314309,0.006587619787893456,-0.02735736575479267,0.17459131010127013,0.04937477141629941,-0.034072799313160894,0.060437588499515464,0.025558557161488454,0.3192671630699472,0.020744988681506756,0.07413203896240195,0.007722388980250574,-0.014684696015795525,0.2283173338928777,0.18774895533091202,"promo_catalogue, display_platinum, Wtd.Selling.Dist"
Promo.Group 3__Retailer 1,LassoRegression,0.7459630267565514,0.31231176828235274,47.974003906624205,0.0,0.01109133044320205,0.019917635754702814,0.0,-0.027692680615681725,0.0,-0.0,0.3141465569281825,-0.21656438494325073,0.0,-0.31768231560592425,0.0,0.37251091083771665,0.0,0.10357730737112959,-0.0,-0.04921643546436482,0.6077519860183731,0.3267457907690099,"display_platinum, promo_catalogue, within_display_platinum"
Promo.Group 3__Retailer 1,RidgeRegression,0.6788904676415097,0.6041421941289347,35.663896597498635,-0.015547577322177944,0.10395605272422274,0.019567593852313634,0.08593548378906297,-0.05976719720876432,0.0031538311773658912,-0.06124126774201551,0.2131797313675474,-0.1374197656058644,-0.0600177476636751,-0.06276080211077142,0.02534615382918451,0.3352138684978766,0.008435506878512513,0.10479323456618851,-0.013396732648101043,-0.08329335155161494,0.3163236862659035,0.3227353395343001,"promo_catalogue, display_platinum, Wtd.Selling.Dist"
Promo.Group 3__Retailer 1,BayesianRegression,0.675052265043453,-1.721600434497386,72.42109194757532,0.2720120589797618,-0.3713689676936044,0.06832703954690064,-0.22393640709957507,-0.4337125019807429,-0.3177154504487349,-0.03631707292192267,0.40646198441443937,-0.40622290781381176,0.22289480727091965,-0.8664536976527337,-0.8585726737961005,0.29211043573635986,0.9145461774363891,0.3513561406126049,-0.15933655657676823,-0.16135056777335452,1.1534475904312982,0.5466062213616217,"display_platinum, display_silver, within_display_platinum"
Promo.Group 3__Retailer 1,LinearRegression_Positive,0.7086299611917843,0.29161445908093375,46.340361953793455,0.0,0.2175017841068468,0.0593509349408614,0.3963249158106394,0.0,0.14990028146826878,0.0,0.31687150444092604,0.0,0.0,0.0,0.06541376002915957,0.3071054096831594,0.0,0.4455442910809831,0.013615176978836591,0.0,0.5307413070962552,0.03615772508138526,"display_platinum, display_gold, cross_box_display_gold"
Promo.Group 3__Retailer 1,LassoRegression_Positive,0.7059875426149163,0.32434053265955076,43.688382658959306,0.0,0.18348445996388985,0.058466532778152676,0.33907724092381974,0.0,0.08140330075500342,0.0,0.3080254050358876,0.0,0.0,0.0,0.0,0.33449768560182125,0.0,0.3777565161405882,0.0,0.0,0.4900150858925236,0.0612064650492129,"display_platinum, display_gold, cross_box_display_gold"
Promo.Group 3__Retailer 1,ElasticNetRegression_Positive,0.7044323427062964,0.3610074325181838,42.44462199636769,0.0,0.17559683425703185,0.06081415430440005,0.3022136370952862,0.0,0.0756557953319748,0.0,0.30605258813922137,0.0,0.0,0.0,0.012689616284479016,0.3458995383488457,0.0,0.34994298547836594,0.0,0.0,0.473579199085617,0.06527094228149188,"display_platinum, display_gold, promo_catalogue"
