Date,within_promo_catalogue,within_promo_ins,within_display_platinum,within_display_gold,within_display_silver,within_display_bronze,within_Price,within_Wtd.Selling.Dist
2018-08-05,0.25396825396825395,0.7301587301587301,0.7301587301587301,0.25396825396825395,0.0,0.0,0.012362918220253935,30.58095238095238
2018-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.013067244380962633,30.566666666666666
2018-08-19,0.0,0.0,0.0,0.0,0.0,0.25396825396825395,0.013179919478512705,30.711111111111112
2018-08-26,0.7301587301587301,0.0,0.0,0.7301587301587301,0.0,0.25396825396825395,0.011133847599220596,34.371428571428574
2018-09-02,0.0,0.7301587301587301,0.0,0.0,0.0,0.0,0.012229508055595528,34.68412698412698
2018-09-09,0.7301587301587301,0.0,0.0,0.2698412698412698,0.7301587301587301,0.0,0.011122325624514309,34.20793650793651
2018-09-16,0.0,0.7301587301587301,0.0,0.0,0.0,0.0,0.012138269777056966,34.80952380952381
2018-09-23,0.7301587301587301,0.0,0.0,0.7301587301587301,0.0,0.0,0.01159717096876031,35.63968253968254
2018-09-30,0.25396825396825395,0.0,0.0,0.0,0.0,0.0,0.013190152199968002,35.701587301587296
2018-10-07,0.7301587301587301,0.0,0.7301587301587301,0.0,0.0,0.0,0.010571472595401516,35.60793650793651
2018-10-14,0.0,0.7301587301587301,0.0,0.0,0.0,0.7301587301587301,0.011110707594103337,35.45714285714286
2018-10-21,0.7301587301587301,0.0,0.7301587301587301,0.0,0.0,0.19047619047619047,0.011027645636311352,35.22222222222222
2018-10-28,0.7301587301587301,0.0,0.23809523809523808,0.0,0.0,0.19047619047619047,0.01123775226296918,34.94285714285714
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.2698412698412698,0.012177215718323912,35.43492063492064
2018-11-11,0.7301587301587301,0.0,0.7301587301587301,0.0,0.0,0.25396825396825395,0.011129753733650653,35.596825396825395
2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.012761167401759014,35.6
2018-11-25,0.0,0.7301587301587301,0.0,0.0,0.0,0.0,0.01129651994567524,35.58571428571429
2018-12-02,0.7301587301587301,0.0,0.0,0.0,0.0,0.0,0.012383491584438052,35.58888888888889
2018-12-09,0.7301587301587301,0.0,0.7301587301587301,0.0,0.0,0.0,0.011205605898316673,35.51746031746032
2018-12-16,0.0,0.7301587301587301,0.0,0.0,0.0,0.7301587301587301,0.01175198583344964,35.492063492063494
2018-12-23,0.0,0.7301587301587301,0.0,0.0,0.0,0.0,0.011839173943042437,35.48095238095238
2018-12-30,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.011841891284860268,35.26825396825397
2019-01-06,0.0,0.0,0.0,0.25396825396825395,0.0,0.0,0.012825587290711107,35.906349206349205
2019-01-13,0.0,0.0,0.0,0.2698412698412698,0.0,0.0,0.012788739004990364,36.44126984126984
2019-01-20,0.7301587301587301,0.0,0.0,0.8095238095238095,0.19047619047619047,0.0,0.010399792950230814,36.57936507936508
