Date,within_promo_catalogue,within_promo_ins,within_display_platinum,within_display_gold,within_display_silver,within_display_bronze,within_Price,within_Wtd.Selling.Dist
2018-08-05,0.3333333333333333,0.17204301075268819,0.0,0.0,0.3333333333333333,0.0,0.012645002169909322,20.654838709677417
2018-08-12,0.4838709677419355,0.17204301075268819,0.0,0.0,0.0,0.0,0.012997814906421977,20.63978494623656
2018-08-19,0.0,0.6559139784946236,0.0,0.0,0.0,0.0,0.013316356840056255,20.672043010752688
2018-08-26,0.4838709677419355,0.1827956989247312,0.0,0.0,0.0,0.4838709677419355,0.013213401825494873,22.019354838709678
2018-09-02,0.3333333333333333,0.1827956989247312,0.0,0.0,0.3333333333333333,0.0,0.012465631986764201,23.636559139784943
2018-09-09,0.4838709677419355,0.1827956989247312,0.4838709677419355,0.0,0.0,0.0,0.012848919568714319,24.55698924731183
2018-09-16,0.3333333333333333,0.1827956989247312,0.3333333333333333,0.0,0.0,0.0,0.012151274954011746,24.859139784946237
2018-09-23,0.0,0.6666666666666666,0.0,0.0,0.0,0.4838709677419355,0.013244749832060393,24.868817204301077
2018-09-30,0.4838709677419355,0.1827956989247312,0.0,0.4838709677419355,0.0,0.0,0.01295900584774694,24.741935483870968
2018-10-07,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.012714831715297156,24.422580645161293
2018-10-14,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.013734378083222499,24.222580645161287
2018-10-21,0.33695652173913043,0.18478260869565216,0.0,0.0,0.0,0.33695652173913043,0.012940941682605171,24.38586956521739
2018-10-28,0.8172043010752689,0.1827956989247312,0.0,0.0,0.0,0.3333333333333333,0.012895001246980104,23.923655913978497
2018-11-04,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.013725122632238053,24.18494623655914
2018-11-11,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.013661964077676066,24.286021505376343
2018-11-18,0.8172043010752689,0.1827956989247312,0.0,0.0,0.0,0.4838709677419355,0.012884228379807093,24.319354838709675
2018-11-25,0.3333333333333333,0.1827956989247312,0.0,0.3333333333333333,0.0,0.0,0.012783504937200468,24.34193548387097
2018-12-02,0.4838709677419355,0.1827956989247312,0.0,0.0,0.0,0.0,0.012939052123222838,24.368817204301077
2018-12-09,0.0,0.1827956989247312,0.0,0.0,0.0,0.0,0.013885424291605476,24.37311827956989
2018-12-16,0.33695652173913043,0.17391304347826086,0.0,0.0,0.33695652173913043,0.0,0.013114665176859669,24.64782608695652
2018-12-23,0.4838709677419355,0.5161290322580645,0.0,0.0,0.0,0.0,0.013201076034617622,24.4
2018-12-30,0.4838709677419355,0.5161290322580645,0.0,0.0,0.0,0.0,0.013175236302657227,24.282795698924733
2019-01-06,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.012715454165291538,24.31505376344086
2019-01-13,0.4782608695652174,0.0,0.4782608695652174,0.0,0.0,0.0,0.012886991671053824,24.563043478260873
2019-01-20,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.013014225151255386,24.11720430107527
2019-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.01312178354664039,23.677419354838708
2019-02-03,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.012983648471566961,23.62043010752688
2019-02-10,0.8152173913043478,0.0,0.33695652173913043,0.4782608695652174,0.0,0.0,0.012279648882604854,23.86521739130435
2019-02-17,0.0,0.8172043010752689,0.0,0.0,0.0,0.8172043010752689,0.01328384332056902,23.576344086021503
2019-02-24,0.4838709677419355,0.0,0.0,0.0,0.0,0.4838709677419355,0.013673230054271183,23.565591397849463
2019-03-03,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.012841779652274468,23.555913978494623
2019-03-10,0.4838709677419355,0.0,0.0,0.0,0.4838709677419355,0.0,0.013055508504525649,23.548387096774192
2019-03-17,0.33695652173913043,0.0,0.0,0.0,0.33695652173913043,0.0,0.013015553151559353,23.870652173913044
2019-03-24,0.4838709677419355,0.0,0.0,0.0,0.4838709677419355,0.0,0.013663520485141157,23.634408602150536
2019-03-31,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.012607442424435218,23.329032258064515
2019-04-07,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.012426003329086376,22.953763440860214
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.013636450085707156,22.534408602150535
2019-04-21,0.4838709677419355,0.0,0.0,0.0,0.4838709677419355,0.0,0.012838618003554732,22.223655913978497
2019-04-28,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.012738968303492191,21.972043010752685
2019-05-05,0.4838709677419355,0.0,0.0,0.0,0.0,0.4838709677419355,0.013555035329886176,21.897849462365592
2019-05-12,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.013033774325769722,21.846236559139786
2019-05-19,0.4838709677419355,0.0,0.0,0.0,0.0,0.4838709677419355,0.0136064957265726,21.90215053763441
2019-05-26,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.012983656575898683,22.01290322580645
2019-06-02,0.4891304347826087,0.0,0.0,0.0,0.4891304347826087,0.0,0.0134752200445244,22.24891304347826
2019-06-09,0.33695652173913043,0.0,0.33695652173913043,0.0,0.0,0.0,0.012657112401875954,22.20978260869565
2019-06-16,0.4838709677419355,0.11827956989247312,0.0,0.0,0.0,0.6021505376344086,0.013224136509749204,21.931182795698923
2019-06-23,0.13043478260869565,0.0,0.0,0.0,0.0,0.13043478260869565,0.013361047718905783,22.128260869565217
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.013707071932457264,22.770967741935483
2019-07-07,0.8172043010752689,0.0,0.0,0.8172043010752689,0.0,0.0,0.012858510817265054,23.886021505376345
2019-07-14,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.01340635813787888,23.903225806451612
2019-07-21,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.01305668696921634,23.817204301075268
2019-07-28,0.4838709677419355,0.0,0.4838709677419355,0.0,0.0,0.0,0.013340664773458164,22.889247311827955
2019-08-04,0.5053763440860215,0.0,0.0,0.0,0.0,0.5053763440860215,0.013205564311759028,22.467741935483872
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.01336753753072675,22.310752688172045
2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.013896024996362366,22.725806451612904
2019-08-25,0.0,0.4838709677419355,0.0,0.0,0.0,0.4838709677419355,0.013724592493678788,25.146236559139783
2019-09-01,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.013304380023157565,26.77204301075269
2019-09-08,0.4838709677419355,0.0,0.4838709677419355,0.0,0.0,0.0,0.013360178604353106,26.293548387096777
2019-09-15,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.013043188731936193,25.887096774193548
2019-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.013382273892451398,25.64516129032258
2019-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.013889957548062482,25.416129032258063
2019-10-06,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.013511159412758385,25.30322580645161
2019-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.014218126656173245,25.232258064516127
2019-10-20,0.4838709677419355,0.0,0.4838709677419355,0.0,0.0,0.0,0.012845349453394713,25.20967741935484
2019-10-27,0.4945054945054945,0.31868131868131866,0.4945054945054945,0.0,0.31868131868131866,0.0,0.012815509348407287,25.704395604395604
2019-11-03,0.0,0.4838709677419355,0.4838709677419355,0.0,0.0,0.0,0.013870929292848451,25.172043010752688
2019-11-10,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.013385137024016558,25.13225806451613
2019-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.013692457860241864,25.355434782608693
2019-11-24,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.013340142860096537,25.068817204301077
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.013115945563136252,25.053763440860216
2019-12-08,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.013904235325362023,25.038709677419355
2019-12-15,0.0,0.8172043010752689,0.0,0.0,0.0,0.8172043010752689,0.01365572822773538,25.026881720430108
2019-12-22,0.4891304347826087,0.0,0.0,0.4891304347826087,0.0,0.0,0.013662110132199897,25.35326086956522
2019-12-29,0.4838709677419355,0.0,0.0,0.4838709677419355,0.0,0.0,0.013821201708819673,25.259139784946235
2020-01-05,0.0,0.32608695652173914,0.0,0.0,0.0,0.32608695652173914,0.01397531345520732,26.678260869565218
2020-01-12,0.8172043010752689,0.0,0.8172043010752689,0.0,0.0,0.0,0.012632461205096101,27.12688172043011
