display_bronze,display_platinum,within_promo_ins,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,within_Price,promo_catalogue,display_silver,display_gold,within_promo_catalogue,cross_box_display_bronze,cross_box_promo_ins,promo_ins,Vol.Sales
0.0,0.0,0.0,0.0,0.14948300155715355,0.0,0.5122052130740578,1.0,0.0,1.0,0.0,0.0,0.9707070707070707,0.628481472511504,0.0,0.8363267725493954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76568
0.0,0.0,0.0,0.0,0.7132398776222617,0.0,0.21307405875051622,0.18681318681318682,0.0,0.18681318681318682,0.0,0.0,0.03434343434343434,0.8806017720952122,0.0,0.9142025607790346,0.0,0.0,0.34387310802405135,0.6094909745366905,0.0,0.0,0.0,0.34387310802405135,0.0,0.0,0.0,0.00416
0.0,0.0,1.0,0.0,0.1796888348993937,0.0,0.8916011584609009,1.0,0.0,1.0,0.0,0.0,0.9969696969696971,0.4239525308791472,0.0,0.9838349724910055,0.0,0.0,0.0,0.2687580067988309,0.0,0.0,0.0,0.34065934065934067,0.0,0.0,1.0,3.43044
0.0,0.0,0.0,0.0,0.2919365933007345,0.0,0.6781133636739751,0.5054945054945055,0.0,0.5054945054945055,0.0,0.0,0.9595959595959597,0.4756302636208689,0.0,0.9835920407557138,1.0,0.0,0.34387310802405135,0.4366131505756199,0.0,0.0,0.0,0.34387310802405135,0.0,0.0,0.0,2.48352
0.0,0.0,0.0,0.0,0.4668497808153518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010101010101010103,0.5561879389682729,0.0,0.9421369639611178,0.0,0.0,1.0,0.2929637044667066,0.0,0.0,0.0,1.0,0.0,0.9940699126092384,0.0,0.0
0.0,0.0,0.0,0.0,0.8405155956133861,0.0,0.529582126603227,0.0,0.0,0.0,0.0,0.0,0.9737373737373739,0.6377166566896824,0.0,0.9727728736413231,0.0,0.0,0.0,0.6242658928500289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.185
0.0,0.0,0.0,0.0,0.3036589609326965,0.34065934065934067,0.6965246172941653,0.5054945054945055,0.0,0.5054945054945055,0.0,0.0,0.9646464646464648,0.6537902639864375,0.0,0.9495213244909083,1.0,0.0,0.0,0.4580052099824501,0.0,0.0,0.0,0.34065934065934067,0.0,0.0,0.0,3.224
0.0,0.0,1.0,0.0,0.6364643944192352,0.0,0.25362019031857663,0.0,0.0,0.0,0.0,0.0,0.026262626262626265,0.006660208282877278,1.0,0.984919674611381,0.0,0.0,0.0,0.6051577002734225,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.0,0.01404
0.0,0.0,0.0,0.0,0.5611430265181552,0.5164835164835165,0.7361073349488727,0.0,0.0,0.0,0.0,0.0,0.9666666666666668,0.39682731896342904,0.0,0.8339568645440129,0.0,0.0,0.0,0.49892134925457654,0.0,0.0,0.0,0.5164835164835165,0.8952380952380953,1.0,0.0,5.01644
0.0,0.0,0.618421052631579,0.0,0.5222499226376005,0.0,0.8750517170045509,0.0,0.0,0.0,0.0,0.0,0.9676767676767677,0.4154759021554857,0.0,0.9783388431112442,0.0,0.0,0.0,0.4869205058295645,0.0,0.0,0.0,0.6593406593406593,0.0,0.9940699126092384,1.0,2.86728
0.0,0.0,0.40789473684210525,0.0,0.7573402122860831,1.0,0.36946628051303154,0.0,0.18681318681318682,0.0,0.0,0.0,0.3616161616161616,1.0,0.0,0.5946177799479032,0.0,0.0,0.0,0.2666275565513496,0.0,0.0,0.0,0.6593406593406593,0.0,0.0,0.0,0.01872
0.0,0.0,0.0,0.0,0.5278784640509411,0.6593406593406593,0.3071990070335122,0.0,1.0,0.0,0.0,0.0,0.9606060606060607,0.2437636231533058,0.0,0.9870426723435849,0.0,0.0,0.0,0.563624497034314,0.0,0.0,0.0,0.6593406593406593,0.0,0.9940699126092384,0.0,2.08104
0.0,0.0,0.0,0.0,0.28057351340664916,0.0,0.3316094331816286,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.2540566723177524,0.0,0.9857391492149093,0.0,0.34065934065934067,0.0,0.34994409018202166,0.0,0.0,0.0,0.34065934065934067,0.287037037037037,0.9940699126092384,0.0,2.8236
0.0,0.0,1.0,0.0,0.3472592713104543,0.0,0.8719486967314847,0.0,0.0,0.0,0.0,0.0,1.0,0.397796076531848,0.0,0.9868741200916963,0.0,0.0,0.0,0.6946855678896524,0.0,0.0,0.0,0.0,0.8425925925925926,0.9940699126092384,1.0,2.94944
