display_bronze,within_promo_ins,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,within_Price,display_silver,display_gold,within_promo_catalogue,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Vol.Sales
0.0,0.6545216537580452,0.0,0.4801917461796936,0.0,0.5432915506035285,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.285714285714306,0.8326223847247611,0.0,0.9152016164172485,0.0,0.0,0.0,0.0,0.5943737559605493,0.0,0.0,0.0,0.0,0.5274725274725275,0.0,1.081392
0.0,0.0,1.0,0.546174196024916,0.0,0.36675951717734456,0.4945054945054945,0.0,0.0,0.0,0.0,0.0,0.7142857142857224,0.12979890310786146,0.0,0.9120838346411686,0.0,0.0,0.0,0.0,0.16109459349103883,0.0,0.0,1.0,0.4945054945054945,0.0,0.0,1.032616
0.0,0.9926911748663686,1.0,0.5661544176954463,0.0,0.3440111420612819,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.285714285714306,0.3026609790777979,0.0,0.914972607774887,0.0,0.0,0.0,0.0,0.5463361963181752,0.0,0.0,0.0,0.6593406593406593,0.0,0.0,2.293512
0.0,0.0,0.0,0.5430616015125551,0.0,0.267873723305478,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428612,0.044485070079219646,0.0,0.9060214462478884,0.0,0.0,0.0,0.0,0.8977507483140652,0.0,0.0,0.0,0.0,0.0,0.0,1.953432
0.0,0.9926911748663686,0.0,0.7023876609964219,0.883495145631068,0.48792943361188534,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714306,0.6162908795449935,0.0,0.916768084861288,0.0,0.0,0.0,0.0,0.6195837786846621,0.0,0.0,0.0,0.0,0.0,0.0,1.631032
0.0,0.9926911748663686,0.0,0.23380768732759716,0.0,0.6790854224698242,0.4945054945054945,0.0,0.0,0.0,0.0,0.0,0.5714285714285836,0.04042250660166591,0.0,0.9100436571074111,0.0,0.0,0.0,0.0,0.4792868017478531,0.0,0.0,0.0,0.4945054945054945,0.0,0.0,2.358512
0.0,0.0,0.0,0.6746310751717424,0.0,0.876624883936862,0.0,0.0,0.4945054945054945,0.0,0.0,0.0,0.7142857142857224,0.26386349786715435,0.0,0.9105295168736669,0.0,0.0,1.0,0.0,0.293731613343847,0.0,0.0,1.0,0.0,0.4945054945054945,0.0,2.1606
1.0,1.0,0.0,0.4969267739682923,0.89,0.4914113277623029,0.5164835164835164,0.0,0.0,0.0,0.0,0.0,0.285714285714306,0.7247186674791788,0.0,0.9152366772841392,0.0,0.0,0.0,0.0,0.5805123300821444,0.0,0.0,0.0,0.5164835164835164,0.0,0.0,2.221544
1.0,0.0,0.0,0.3770565019924179,0.116504854368932,0.895311049210771,0.3406593406593406,0.0,0.0,0.0,0.3406593406593406,0.0,0.7142857142857224,0.7659963436928692,0.0,0.914061571425095,1.0,0.0,0.0,0.0,0.8590031435063468,0.0,0.0,0.0,0.0,0.0,0.0,1.9454239999999998
0.0,0.0,0.0,0.7117346601098165,0.0,0.7440807799442899,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857224,0.7570587040422501,0.0,0.9068890441138402,0.0,0.0,0.0,0.0,0.7201931897272171,0.0,0.0,0.0,0.0,0.0,0.0,1.2971920000000001
