display_bronze,within_display_bronze,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Vol.Sales
0.0,0.0,0.0,0.0,0.6717810491395397,0.32469417375077747,0.0,0.5810196870267541,0.7080928416587247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32469417375077747,0.0,0.3774544444444444
0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.5608278647147906,0.9843450328173926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18393277777777778
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7874810701665824,0.9736243737627159,0.0,0.0,0.0,0.0,0.0,0.0,0.4945054945054945,0.0,0.0,0.2337268888888889
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9989904088844015,0.4846190649437725,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1262134444444445
1.0,0.7301587301587301,1.0,0.0,0.0,0.3438430728150354,0.0,0.0015143866733975386,0.7423409228116293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1774673924206634,0.0,0.4138793333333334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045934426,0.8414240960120898,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,0.0,0.16267022222222224
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5032811711256939,0.7667575037839374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226548888888889
0.0,0.0,1.0,0.0,0.0,0.3406593406593406,0.0,0.0025239777889956017,0.16124586504812122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18681318681318682,0.0,0.3604424444444444
1.0,0.7301587301587301,1.0,0.0,0.3438430728150354,0.0,1.0,0.4785461887935383,0.7321537077975551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823273333333333
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001009591115598063,0.7514124542797864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5274725274725275,0.0,0.19645555555555552
0.0,0.2698412698412698,0.0,0.3406593406593406,0.0,0.0,0.0,1.0,0.9794104336866472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18428688888888886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517415446744067,0.86782629461268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14677255555555557
1.0,0.7301587301587301,0.0,0.0,0.6593406593406593,0.0,0.0,0.5729429581019687,0.7020803725016327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6593406593406593,0.0,0.4233692222222223
0.0,0.0,0.0,0.0,0.0,0.3406593406593406,1.0,0.0005047955577992536,0.8288543589630724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11499700000000002
0.0,0.0,0.0,0.4945054945054945,0.0,0.0,0.0,0.50530035335689,0.6686608528846358,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4945054945054945,0.0,0.6735074444444444
0.0,0.2698412698412698,1.0,0.0,0.0,0.0,0.0,0.4891468955073197,0.742850796533773,1.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,0.0,0.2114392222222222
1.0,1.0,1.0,0.0,0.0,0.3406593406593406,1.0,0.4785461887935383,0.7338806400877136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23841022222222222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214033316506811,0.6150864242666634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1368622222222222
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005047955577992536,0.7434103534919121,0.0,0.0,0.3695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.24925277777777777
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6355376072690562,0.7044096494918657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4793324444444444
0.0,0.2539682539682539,0.0,0.0,0.0,0.0,0.0,0.00201918223119657,0.610832917092587,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.42683255555555555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4790509843513375,0.8668309799449121,1.0,1.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.0,0.16656866666666667
1.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,0.0025239777889956017,0.6984081667892141,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3939074444444444
