display_bronze,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Vol.Sales
0.0,0.0,0.7117346601098165,0.0,0.7440807799442899,0.0,0.0,0.0,0.0,0.0,0.0,0.49009584664536754,0.6712281902155328,0.0,0.4877263774654783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5865933333333333
0.0,0.0,0.6393547512748796,0.0,0.7041550603528326,0.6593406593406593,1.0,0.6593406593406593,0.0,0.0,0.0,0.11725239616613425,0.7052815749155878,0.0,0.41177942811334667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4110333333333333
0.0,0.0,0.4789197348024752,0.20761980618611442,0.30342809291993245,0.3438430728150354,0.0,0.3438430728150354,0.0,0.0,0.0,0.44920127795527187,0.11426616489907726,0.0,0.6915402197207516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43065733333333334
0.0,0.0,0.34661290223456387,0.0,0.5035979572887657,0.3406593406593406,1.0,0.3406593406593406,0.0,0.0,0.0,0.06006389776357812,0.9989736572015055,0.0,0.2132218999755202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207792207792208,0.0,1.0477653333333332
0.0,1.0,0.7282416836324055,0.20761980618611442,0.41922005571030674,0.0,0.0,0.0,0.0,0.0,0.0,0.1613418530351438,0.5379746835443044,0.0,0.35020212260216876,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8382146666666668
0.0,0.0,0.6359517278984521,0.0,0.4404910663924544,0.0,0.0,0.0,0.0,0.0,0.0,0.46325878594249215,0.15959630516592593,0.0,0.6422496828427993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4654613333333334
0.0,0.0,0.36665997925188254,0.0,0.5759139700969289,0.0,1.0,0.0,0.0,0.0,0.0,0.37795527156549547,0.8693123503250102,0.0,0.5013539273870773,0.0,0.0,0.2236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.7702760000000001
0.0,0.0,0.3770565019924179,0.20761980618611442,0.895311049210771,0.3406593406593406,0.0,0.0,0.0,0.3406593406593406,0.0,1.0,0.4057475196715705,0.0,0.7458428705572886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6248586666666667
1.0,0.0,0.486788576005722,0.37860082304526743,0.717966573816156,0.3406593406593406,0.0,0.0,0.0,0.3406593406593406,0.0,0.6402555910543131,0.4941840574751972,0.0,0.12724105800694385,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8202906666666666
0.0,0.0,0.5379573053230571,0.0,0.883008356545961,0.0,0.0,0.0,0.0,0.0,0.0,0.09073482428115032,0.6043448511802949,0.0,0.7293765985304423,0.0,0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.4025974025974025,0.0,0.23427066666666668
0.0,0.0,0.4801917461796936,0.0,0.5432915506035285,0.6593406593406593,1.0,0.0,0.0,0.0,0.0,0.05527156549520784,0.9671570304481705,0.0,0.6125667741722207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233766233766234,0.0,0.47228133333333333
0.0,0.0,0.6077881677089305,0.19540687641046056,0.009401114206127659,0.0,0.0,0.0,0.0,0.0,0.0,0.05079872204472835,0.4789599726308591,1.0,0.9814616840967116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987012987012987,0.0,0.293764
0.0,0.0,0.4302832756170112,0.0,0.8043175487465182,0.3406593406593406,0.0,0.0,0.0,0.3406593406593406,0.0,0.6594249201277955,0.6265822784810133,0.0,0.18126708754813503,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.8462106666666669
0.0,0.0,0.6438341922603561,0.0,0.7229572887650888,0.3406593406593406,0.0,0.0,0.0,0.0,0.0,0.37060702875399354,0.6382141635306193,0.0,0.5343920079070354,0.0,0.2236842105263158,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.0,0.7714226666666666
0.0,0.0,0.42369692486018273,0.0,0.2605617455896012,0.4945054945054945,0.0,0.0,0.0,0.0,0.0,0.44440894568690115,0.09185768046527576,0.0,0.6970097584896315,0.0,0.0,0.0,0.0,0.0,0.0,0.4945054945054945,0.0,0.0,0.49297599999999997
0.0,0.0,0.3516152622105242,0.37860082304526743,0.3531801299907147,0.3406593406593406,1.0,0.0,0.3406593406593406,0.0,0.0,0.09712460063897765,0.5186452275059876,0.0,0.3425428216214521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6692826666666666
0.0,0.0,0.6612391293315731,0.19540687641046056,0.4974466109563602,0.0,0.0,0.0,0.0,0.0,0.0,0.06261980830670932,0.9989736572015055,0.0,0.4495029887971884,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999999999,1.0,0.8563413333333333
0.0,0.0,0.5949266197550518,0.0,0.738277623026927,0.0,0.0,0.0,0.0,0.0,1.0,0.5349155636695573,0.4969209716045162,0.0,0.856373398330553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2859214285714286
0.0,0.2236842105263158,0.29688866924153867,0.0,0.5234447539461469,0.6593406593406593,0.0,0.0,0.4945054945054945,0.0,0.0,0.0,0.8824837495723581,1.0,0.5042243189552029,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2207792207792208,0.0,1.1871146666666668
0.0,0.0,0.2847235324682744,0.14655515730784544,0.38062851985872825,0.3438430728150354,0.0,0.0,0.3438430728150354,0.0,0.0,0.06932907348242834,0.5047895997263092,0.0,0.8188796100685467,0.0,0.5921052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25256
0.0,0.0,0.380200710056922,0.0,0.8523676880222841,0.6593406593406593,1.0,0.0,0.6593406593406593,0.0,0.0,0.6894568690095846,0.6546356483065354,0.0,0.09574917135512218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6588293333333333
0.0,0.0,0.3720317117537908,0.0,0.0,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.04952076677316297,0.4639069449196036,1.0,0.999063423335639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20779220779220775,0.0,0.32094266666666665
0.0,0.0,0.35496872803706125,0.20987654320987645,0.5885561745589598,0.6593406593406593,0.0,0.0,0.6593406593406593,0.0,0.0,0.2530105677070533,0.8297814187329879,0.0,0.8250622860672503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28654153846153846
0.0,0.0,0.45908073534156824,0.0,0.7374651810584965,0.3406593406593406,0.0,0.0,0.0,0.0,0.0,0.720447284345048,0.48665754361956903,0.0,0.0739150271894804,1.0,0.4078947368421052,0.0,1.0,0.0,0.0,0.3406593406593406,0.0,1.0,2.8788613333333335
0.0,0.0,0.6553092538105778,0.0,0.6845403899721445,0.0,0.0,0.0,0.0,0.0,0.0,0.13386581469648573,0.7147919796516389,0.0,0.5494544163670603,0.0,0.0,0.0,0.0,0.0,0.0,0.8351648351648352,0.987012987012987,0.0,0.2826706666666666
0.0,0.0,0.8021296822241437,0.0,0.8581231180416351,0.0,1.0,0.0,0.0,0.0,0.0,0.10958466453674132,0.6693465617516257,0.0,0.6333675746931178,0.0,0.0,0.0,0.0,0.0,0.0,0.33275136078874396,0.3932516082048792,0.0,0.24700133333333335
0.0,0.0,0.1993686912992354,0.0,0.38358867223769755,0.6593406593406593,0.0,0.0,0.0,0.6593406593406593,0.0,0.12236421725239621,0.5236058843653786,0.0,0.7684940289042639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23237866666666665
0.0,0.0,0.48891214673444683,0.0,0.5094011142061285,0.6593406593406593,1.0,0.0,0.0,0.0,0.0,0.061980830670926634,0.9868286007526517,0.0,0.5981256521060039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233766233766234,0.0,0.6446733333333333
1.0,0.0,0.5889950136863016,0.9281826629496881,0.7509285051067782,0.3406593406593406,1.0,0.0,0.0,0.0,0.0,0.06549520766773176,0.8439958946288066,0.0,0.40456563435480053,0.0,0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.0,0.8011079999999999
0.0,0.0,0.3743193258541222,0.0,0.8192300349707997,0.6544110095511964,0.0,0.0,0.0,0.0,0.0,0.7753993610223642,0.027711255559357273,0.0,0.0,0.0,1.0,0.06578947368421045,1.0,0.0,0.0,0.6544110095511964,0.0,1.0,2.2765013333333335
0.0,0.15789473684210523,0.19051272349803217,0.0,0.7666649147702391,0.6717810491395397,0.0,0.0,0.6717810491395397,0.32469417375077747,0.0,0.22012779552715656,0.5338693123503253,0.0,0.270756348644019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3837294780691006,0.0,0.646008
0.0,0.0,0.6023611356852943,0.0,0.7320102135561743,0.0,0.0,0.0,0.0,0.0,0.0,0.4616613418530353,0.7133082449538151,0.0,0.7799925764902143,0.0,0.0,0.2236842105263158,0.0,0.0,0.0,0.6593406593406593,0.7792207792207793,0.0,0.353628
0.0,0.0,0.41956140190542346,0.14655515730784544,0.5115998056213611,0.3438430728150354,0.0,0.0,0.0,0.0,0.0,0.0696485623003198,0.9546698597331509,0.0,0.3885955303481854,0.0,1.0,0.0,1.0,0.0,0.0,0.3438430728150354,0.22284257798276488,1.0,0.98516
0.0,0.0,0.3053022690683793,0.0,0.7426880222841228,0.3406593406593406,1.0,0.0,0.0,0.3406593406593406,0.0,0.6546325878594248,0.010434485118029801,0.0,0.37651829940726333,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.7792207792207793,0.0,0.834856
0.0,0.0,0.275845233662519,0.0,0.6905756731662032,1.0,0.0,1.0,0.0,0.0,0.0,0.06581469648562299,0.8426274375641469,0.0,0.22108273181431448,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6032573333333333
0.0,0.0,0.2945831355574544,0.0,0.2895775301764161,0.4945054945054945,0.0,0.0,0.0,0.0,0.0,0.44984025559105434,0.11905576462538514,0.0,0.1631032760920319,0.0,1.0,0.0,1.0,0.0,0.0,0.4945054945054945,0.0,1.0,1.1103106666666667
0.0,0.0,0.5949986168475707,0.0,0.34598421541318514,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.0853035143769969,0.5128292849811849,0.0,0.791706650556975,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,0.0,0.21601066666666666
0.0,0.0,0.6154798341275409,0.0,0.6908077994428967,0.3406593406593406,1.0,0.0,0.3406593406593406,0.0,0.0,0.14952076677316306,0.6698597331508727,0.0,0.3599387547076063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50094
0.0,1.0,0.5099110771328945,0.19540687641046056,0.17966573816155984,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.05111821086262003,0.8735887786520706,1.0,0.5045491465593894,0.0,0.0,0.0,1.0,0.0,1.0,0.4945054945054945,0.2207792207792208,0.0,1.3059839999999998
0.0,0.0,0.53798310951756,0.0,0.7669452181986998,0.3406593406593406,0.0,0.0,0.0,0.0,0.0,0.7201277955271566,0.021040027369142233,0.0,0.049382183087886666,0.0,0.0,0.06578947368421045,1.0,0.0,0.0,0.3406593406593406,0.0,0.0,1.3490399999999998
0.0,0.2105263157894736,0.34583265402013463,0.0,0.6023676880222846,0.3406593406593406,0.0,0.0,0.3406593406593406,0.0,0.0,0.18562300319488823,0.9663017447827578,0.0,0.946164498101874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2721693333333333
0.0,0.0,0.30888622234900165,0.14655515730784544,0.4593779015784589,1.0,0.0,0.0,0.0,0.0,0.0,0.06549520766773176,0.9267875470407123,0.0,0.4121853673836968,0.0,0.0,0.0,1.0,0.0,0.0,0.3406593406593406,0.2207792207792208,1.0,1.1214733333333333
1.0,0.0,0.5593058600566083,1.1358024691358024,0.8134865366759523,0.3406593406593406,1.0,0.0,0.0,0.3406593406593406,1.0,0.09872204472843471,0.5632911392405071,0.0,0.39836086497517487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45050133333333336
0.0,0.0,0.5137045704543759,0.0,0.35677808727948035,0.3406593406593406,0.0,0.0,0.0,0.3406593406593406,0.0,0.0712460063897764,0.5073554567225456,0.0,0.8424924501464863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249788
0.0,0.0,0.705254342507339,0.0,0.8617688022284122,0.6593406593406593,0.0,0.0,0.0,0.6593406593406593,0.0,0.10000000000000009,0.5788573383510092,0.0,0.0777860223662783,0.0,0.4078947368421052,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.434928
