Model,display_bronze,within_promo_ins,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,within_Price,display_silver,display_gold,within_promo_catalogue,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.03345231028143644,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.6329695311011873,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.1846095447420506,1.5850923239222998,1.081392
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.025089232711077332,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.098674684160444,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.2618684189669605,0.005167460221109094,0.0,0.0,2.1846095447420506,1.8543231345468325,1.032616
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.03345231028143644,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.23008650923170737,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0068899469614787925,0.0,0.0,2.1846095447420506,1.9948652927532584,2.293512
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.03381808424278091,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.1846095447420506,2.1507914604992697,1.953432
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.468511724167115,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.1846095447420506,1.7160978205749355,1.631032
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.025089232711077332,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.030729674722892678,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.005167460221109094,0.0,0.0,2.1846095447420506,2.1841365629513443,2.358512
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.20059219831677066,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.2618684189669605,0.0,0.0,0.0,2.1846095447420506,1.7221489274583195,2.1606
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.026204309720458542,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.5509398300481834,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0053971251198250535,0.0,0.0,2.1846095447420506,1.6652711495341508,2.221544
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.017283693645408826,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.5823196149750121,-0.0,-0.0,-0.20720718453857448,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.1846095447420506,1.4123664388738728,1.9454239999999998
LassoRegression,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.5755251140312573,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.1846095447420506,1.6090844307107934,1.2971920000000001
