Model,display_bronze,within_promo_ins,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,within_Price,display_silver,display_gold,within_promo_catalogue,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
SGDRegression,0.0,0.1768009072889873,0.0,0.10626994586021672,0.0,0.12379213941324788,0.21715350141457446,0.0,0.0,-0.0,0.0,-0.0,0.07493834407722334,-0.1797723580309134,0.0,0.30342671378119807,-0.0,-0.0,0.0,0.0,0.23727144881603449,0.0,0.0,-0.0,0.0,0.03930220437885167,0.0,0.5674805675745507,1.6666634145739712,1.081392
SGDRegression,0.0,0.0,0.034790166559562755,0.12087234464895452,0.0,0.0835682889437862,0.16286512606093084,0.0,0.0,-0.0,0.0,-0.0,0.18734586019304716,-0.028025015072396693,0.0,0.30239304178845594,-0.0,-0.0,0.0,0.0,0.06430826935196296,0.0,0.0,-0.006269834208293454,0.09706246452833929,0.0,0.0,0.5674805675745507,1.5863912803689002,1.032616
SGDRegression,0.0,0.2681480427216308,0.034790166559562755,0.1252941138528088,0.0,0.07838493937638692,0.21715350141457446,0.0,0.0,-0.0,0.0,-0.0,0.07493834407722334,-0.06534784422202021,0.0,0.30335078806326576,-0.0,-0.0,0.0,0.0,0.21809506146778607,0.0,0.0,-0.0,0.12941661937111906,0.0,0.0,0.5674805675745507,1.9517043002568886,2.293512
SGDRegression,0.0,0.0,0.0,0.12018350471585491,0.0,0.061036585722233666,0.0,0.0,0.0,-0.0,0.0,-0.0,0.2248150322316551,-0.009604817372229749,0.0,0.30038311244082283,-0.0,-0.0,0.0,0.0,0.35837824027731074,0.0,0.0,-0.0,0.0,0.0,0.0,0.5674805675745507,1.6226722255901982,1.953432
SGDRegression,0.0,0.2681480427216308,0.0,0.15544352709269976,0.04628805485254809,0.11117755908850553,0.0,0.0,0.0,-0.0,0.0,-0.0,0.07493834407722334,-0.13306399957691922,0.0,0.30394606204685953,-0.0,-0.0,0.0,0.0,0.24733518153715486,0.0,0.0,-0.0,0.0,0.0,0.0,0.5674805675745507,1.6416933394142534,1.631032
SGDRegression,0.0,0.2681480427216308,0.0,0.05174335142509567,0.0,0.1547335628512954,0.16286512606093084,0.0,0.0,-0.0,0.0,-0.0,0.14987668815443922,-0.008727665100793366,0.0,0.30171663961270184,-0.0,-0.0,0.0,0.0,0.19132923132740853,0.0,0.0,-0.0,0.09706246452833929,0.0,0.0,0.5674805675745507,1.936228009155599,2.358512
SGDRegression,0.0,0.0,0.0,0.14930079162021342,0.0,0.19974407797228397,0.0,0.0,0.022737245325614244,-0.0,0.0,-0.0,0.18734586019304716,-0.05697104002980159,0.0,0.3018777219683151,-0.0,-0.0,0.03952613454357053,0.0,0.11725639761556308,0.0,0.0,-0.006269834208293454,0.0,0.03684581660517344,0.0,0.5674805675745507,1.5588737391802365,2.1606
SGDRegression,0.013653374732437487,0.2701223195196911,0.0,0.10997352992056851,0.046628857014649264,0.11197092892025028,0.17010357610808333,0.0,0.0,-0.0,0.0,-0.0,0.07493834407722334,-0.1564747551254238,0.0,0.30343833789050045,-0.0,-0.0,0.0,0.0,0.23173802718050135,0.0,0.0,-0.0,0.10137635184070992,0.0,0.0,0.5674805675745507,1.844949459653742,2.221544
SGDRegression,0.013653374732437487,0.0,0.0,0.08344536192419756,0.00610391932121513,0.20400182940264774,0.11219597573086346,0.0,0.0,-0.0,0.06967099142446483,-0.0,0.18734586019304716,-0.16538706077935442,0.0,0.3030487423054854,-0.1900680377265647,-0.0,0.0,0.0,0.3429103629716904,0.0,0.0,-0.0,0.0,0.0,0.0,0.5674805675745507,1.5344018870746807,1.9454239999999998
SGDRegression,0.0,0.0,0.0,0.157512086366445,0.0,0.169543133043865,0.0,0.0,0.0,-0.0,0.0,-0.0,0.18734586019304716,-0.16345732578219416,0.0,0.3006707565671301,-0.0,-0.0,0.0,0.0,0.2874980260154017,0.0,0.0,-0.0,0.0,0.0,0.0,0.5674805675745507,1.5065931039782454,1.2971920000000001
SGDRegression,0.0,0.0,0.0,0.07281926838545048,0.0,0.11543531051886932,0.21715350141457446,0.0,0.0,-0.0,0.0,-0.0,0.07493834407722334,-0.18871931119956567,0.0,0.30179962802364724,-0.0,-0.0,0.0,0.0,0.31104825291672505,0.0,0.0,-0.006269834208293454,0.0,0.013919530717509968,0.0,0.5674805675745507,1.4796052582206913,1.8179200000000002
SGDRegression,0.0,0.2681480427216308,0.0,0.13034890481636477,0.04628805485254809,0.17110342704629644,0.11219597573086346,0.0,0.0,-0.0,0.0,-0.0,0.11240751611583129,-0.14955446227992555,0.0,0.30359727482051224,-0.0,-0.0,0.0,0.0,0.15942884477847258,0.0,0.0,-0.0,0.06686525334174484,0.0,0.0,0.5674805675745507,1.7883093995188897,2.330848
SGDRegression,0.0,0.0,0.0045877142715906915,0.09562630602358498,0.04628805485254809,0.07957499412400414,0.21715350141457446,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.06262867218056722,0.0,0.3035914594731552,-0.0,-0.0,0.0,0.0,0.15700289262203207,0.0,0.0,-0.006269834208293454,0.15314299958915756,0.009006755170153504,0.0,0.5674805675745507,1.5645567387264907,2.322008
