Model,display_bronze,display_platinum,within_display_gold,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,promo_ins,Constant,y_pred,y_true
RidgeRegression,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.06341167553076676,0.0,-0.5542291429247989,-0.0,0.0,-0.005838798528337998,0.0,0.0,0.0,-0.0,0.009305269519362128,0.0,0.8519757011679332,0.3646247047649252,0.23667600000000003
RidgeRegression,-0.0,0.0,0.0,-0.007337637097056166,0.0,0.0754712022533331,-0.0,0.029669683046505538,0.11827427877157233,-0.34616004635069886,-0.0,0.0448089020820112,-0.0,0.1679482002595815,0.0,0.0,-0.0,0.0,0.0,0.8519757011679332,0.9346502841331819,1.0078186666666666
RidgeRegression,-0.0,0.3362912667558574,0.0,-0.0,0.0,0.0,-0.0,0.06443830816213371,0.0,-0.19780441002484142,-0.0,0.0448089020820112,-0.0,0.1679482002595815,0.0,0.0,-0.0,0.0,0.0,0.8519757011679332,1.2676579684026756,1.5375506666666667
RidgeRegression,-0.0,0.0,0.0,-0.0,0.018556133097778496,0.0,-0.0,0.05755986953197497,0.0,-0.518674175960693,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.8519757011679332,0.4094175278369937,0.36355733333333334
RidgeRegression,-0.0657358759946213,0.0,0.0,-0.0,0.0,0.0,-0.0,0.028951040204548653,0.0,-0.5724604731772068,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.009305269519362128,0.07853171139211602,0.8519757011679332,0.3305673731121319,0.5734813333333333
RidgeRegression,-0.0,0.0,0.0,-0.039277939754830064,0.0,0.0,-0.0,0.034357972063081374,0.11827427877157233,-0.5632230864320809,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.07853171139211602,0.8519757011679332,0.480638637207792,0.5060986666666667
RidgeRegression,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.08671623626279701,0.0,-0.47255908819000386,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.05620477324599041,0.00936077976139286,0.0,0.8519757011679332,0.4192888557561288,0.333696
RidgeRegression,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.028232397362591765,0.0,-0.5595168712962179,-0.0,0.0,-0.005838798528337998,0.0,0.0,0.0,-0.0,0.009305269519362128,0.0,0.8519757011679332,0.32415769822533125,0.29959600000000003
RidgeRegression,-0.0,0.0,0.04234758218294809,-0.0,0.0,0.0,-0.0,0.02826661845030401,0.0,-0.5883336545901331,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.026159136484171067,0.0,0.0,0.8519757011679332,0.30809711072688106,0.3224613333333333
RidgeRegression,-0.0,0.0,0.0,-0.006906011385464625,0.0,0.0,-0.0,0.06063976742607592,0.0,-0.5947794348849345,-0.0,0.030868354767607718,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.8519757011679332,0.34179837709121774,0.35626800000000003
RidgeRegression,-0.0,0.0,0.06147229671718272,-0.0,0.0,0.0754712022533331,-0.0,0.0378485230097291,0.0,-0.4084936348209648,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.8519757011679332,0.6182740883272133,0.5631266666666667
RidgeRegression,-0.0,0.0,0.0,-0.032803554080956976,0.0,0.0,-0.0,0.06156373679430619,0.0,-0.65812397525197,-0.0,0.0,-0.005838798528337998,0.0,0.0,0.0,-0.0,0.0,0.0,0.8519757011679332,0.21677311010097444,0.180532
RidgeRegression,-0.0,0.0,0.06147229671718272,-0.0,0.0,0.0,-0.0,0.06060554633836368,0.0,-0.20582261725059128,-0.0,0.0,-0.0,0.1679482002595815,0.0,0.09594652258155291,-0.0,0.009289023285221309,0.0,0.8519757011679332,1.041414673099244,0.6393053333333333
RidgeRegression,-0.0,0.0,0.0,-0.0,0.018556133097778496,0.0,-0.0,0.061803284408291796,0.0,-0.5041808685281307,-0.0,0.031203880362907797,-0.0,0.0,0.0,0.0,-0.006975769729112284,0.0,0.0,0.8519757011679332,0.45238236077966826,0.42536266666666667
RidgeRegression,-0.0,0.0,0.0,-0.0,0.03752462470884096,0.0,-0.0,0.030627873502448024,0.0,-0.4151806895645136,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.009301026305483042,0.0,0.07853171139211602,0.8519757011679332,0.5741781949013416,0.389928
RidgeRegression,-0.0657358759946213,0.0,0.0,-0.039277939754830064,0.0,0.0,-0.0,0.061255747004896076,0.0,-0.24261012327362236,-0.0,0.0,-0.0,0.1679482002595815,0.0,0.0,-0.0,0.009305269519362128,0.0,0.8519757011679332,0.7428609789286992,0.643324
RidgeRegression,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0017452754733238613,0.11827427877157233,-0.6282761771858365,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.009301026305483042,0.0,0.07853171139211602,0.8519757011679332,0.4129497633136259,0.4405533333333333
RidgeRegression,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.06738132170538569,0.0,-0.31101811726905976,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.8519757011679332,0.6083389056042592,0.653796
