Model,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Packsize,Wtd.Selling.Dist,WeekNum,Month,Product.Type_Product.Type 3,Constant,y_pred,y_true
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.6587217734093177,0.0,0.0,0.0,0.7632797048377352,3.4920891125174154,1.3428244663775384,0.0,0.0,-1.4509056413292674,5.12249565242583,30.17066
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.0,0.0,0.0,0.0,0.7632797048377352,3.4920891125174154,0.6248037816152543,0.0,0.0,-1.4509056413292674,3.7457531942542275,8.93022
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.0,0.0,0.0,0.0,0.7632797048377352,3.4920891125174154,0.9567401719132129,0.0,0.0,-1.4509056413292674,4.077689584552186,13.1456
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,0.0,0.22807821330178749,0.0,0.0,-1.4509056413292674,-0.7139742914689897,0.0
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.0,0.0,0.0,0.0,0.6360664206981128,3.4885970234048984,1.0108534876620345,0.0,0.0,-1.4509056413292674,4.001097527048868,6.31512
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.7632797048377352,3.4746286669548283,0.08381710166219455,0.0,0.0,-1.4509056413292674,2.870819832125491,0.8424
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,0.013968356450069662,0.40013466112706936,0.0,0.0,-1.4509056413292674,-0.5279494871936381,0.0
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.0,0.3892479403698117,0.0,0.0,0.5724597786283016,0.0,2.8019677244723162,0.0,0.0,-1.4509056413292674,2.629256038754253,0.0
ElasticNetRegression_Positive,0.0,0.021308608228082705,0.0,0.0,0.0,0.0,0.7632797048377352,3.4571682213922412,0.29992788432243733,0.0,0.0,-1.4509056413292674,3.090778777451229,1.91178
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,0.0,0.2902197094889709,0.0,0.0,-1.4509056413292674,-0.6518327952818063,0.0
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,0.0,0.9473755266370495,0.0,0.0,-1.4509056413292674,0.3218092584793628,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5724597786283016,0.0,0.22807821330178749,0.0,0.0,-1.4509056413292674,-0.6503676493991783,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.12721328413962255,0.0,0.08381710166219455,0.0,0.0,-1.4509056413292674,-1.2398752555274504,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,3.0800225972403603,0.596489016886433,0.0,0.0,-1.4509056413292674,2.734459109356016,1.14158
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,0.0,0.07232883708907366,0.0,0.0,-1.4509056413292674,-0.8697236676817035,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5724597786283016,0.0,0.034372465031241715,0.0,0.0,-1.4509056413292674,-0.8440733976697241,0.0
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.0,0.0,0.0,0.0,0.12721328413962255,0.0,0.9271284197411079,0.0,0.0,-1.4509056413292674,-0.08007770083544652,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,0.0,0.15446090020689235,0.0,0.0,-1.4509056413292674,-0.7875916045638849,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5724597786283016,0.0,0.0,0.0,0.0,-1.4509056413292674,-0.8784458627009658,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7401078362081586,0.0,0.0,-1.4509056413292674,-0.7107978051211088,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,0.0,0.09964948450363253,0.0,0.0,-1.4509056413292674,-0.8424030202671446,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.3816398524188676,0.0,0.40013466112706936,0.0,0.0,-1.4509056413292674,-0.6691311277833304,0.0
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.0,0.0,0.0,0.0,0.5088531365584902,3.3105004786665098,0.31660152762174654,0.0,0.0,-1.4509056413292674,3.0015357381305696,1.93116
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5724597786283016,0.0,1.3428244663775384,0.0,0.0,-1.4509056413292674,0.46437860367657247,0.0
ElasticNetRegression_Positive,0.0,0.021308608228082705,0.0,0.0,0.0,0.0,1.3357394834660368,0.0,0.8112081867522868,0.0,0.0,-1.4509056413292674,0.717350637117139,0.0
ElasticNetRegression_Positive,0.3164862366130905,0.0,0.6587217734093177,0.0,0.0,0.0,0.5088531365584902,0.0,1.9942092224150922,0.0,0.0,-1.4509056413292674,2.027364727666723,0.0
ElasticNetRegression_Positive,0.0,0.021308608228082705,0.0,0.0,0.0,0.0,0.5724597786283016,0.0,0.33895563041888854,0.0,0.0,-1.4509056413292674,-0.5181816240539946,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.7632797048377352,3.4920891125174154,0.06221696783466064,0.0,0.0,-1.4509056413292674,2.8666801438605436,2.24666
