Model,display_bronze,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
SGDRegression,0.0,0.05920007854116991,0.061196952157101435,-0.0,0.09906665477151412,0.0,0.0,0.0,-0.0,0.0,-0.0,0.01715127009791051,0.0675158913510007,0.0038779188561584273,-0.07519869229554052,0.0,0.0,0.0,0.3806193822298338,0.0,0.06855100185358179,0.03537347586969922,0.02886880088115597,0.0,0.26237112649586025,1.0085938608094454,0.7917653333333333
SGDRegression,0.0,0.01324212283157748,0.04798027885255795,-0.0,0.16127176512024693,0.041264124476695085,0.0,0.0,-0.00184944162340417,0.0,-0.0,0.18232824070502587,0.004776793003263239,0.0,-0.028573843300560665,0.0,0.0,0.0,0.3806193822298338,0.0,0.0,0.0,0.0,0.0,0.26237112649586025,1.0634305487910956,0.9480533333333334
SGDRegression,0.0,0.0,0.0892948766135166,-0.0,0.08756874243931287,0.0,0.0,0.0,-0.0,0.0,-0.0,0.012415471638039695,0.06746928849243229,0.0,-0.04638021719626221,0.0,0.17353071047969792,0.0,0.3806193822298338,0.0,0.0,0.0,0.006373631363372099,0.24273832029880757,0.26237112649586025,1.276001332854611,0.8048013333333334
SGDRegression,0.023224652798236073,0.0,0.055188688238867384,-0.0017459534241133254,0.08496014103759185,0.06256173710982803,0.10255791926494622,0.0,-0.0,0.0,-0.0,0.050680920108492636,0.05380768583074007,0.0,-0.06456749433240627,0.0,0.0,0.0,0.0,0.0,0.0,0.03694563035279696,0.0,0.0,0.26237112649586025,0.6659850534808399,0.6528076923076923
SGDRegression,0.0,0.0,0.03654333823429811,-0.0,0.08758880860394157,0.07986604737424856,0.0,0.0,-0.0,0.0,-0.0,0.012415471638039695,0.06800522136596919,0.0,-0.06588923592256891,0.0,0.0,0.0,0.3806193822298338,0.0,0.0,0.0,0.006373631363372099,0.0,0.26237112649586025,0.8678937913829944,0.5516026666666666
SGDRegression,0.0,0.0,0.012118326422706167,-0.00036249451152439146,0.08549348844136577,0.0,0.0,0.0,-0.0,0.0,-0.0,0.051325815740761976,0.04005515693955836,0.0,-0.10217102143191949,0.0,0.0,0.0,0.0,0.0,0.0,0.0245961364925759,0.011731125785909721,0.0,0.26237112649586025,0.38515766037529425,0.24535866666666667
SGDRegression,0.0,0.0,0.047112030805126104,-0.0,0.13053040090919574,0.07986604737424856,0.10255791926494622,0.017352710385215277,-0.0,0.0,-0.0,0.1364421934654669,0.003023740364234269,0.0,-0.049205991025753314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26237112649586025,0.73005017803854,0.804892
SGDRegression,0.0,0.0,0.08451147862524995,-0.0,0.11853083446127892,0.0,0.10255791926494622,0.0,-0.0,0.0,-0.0,0.027198842506014776,0.0462416864145163,0.0,-0.05894761340480354,0.0,0.0,0.0,0.0,0.0,0.0,0.024368394488015015,0.011622504250855,0.0,0.26237112649586025,0.618455173101933,0.5574359999999999
SGDRegression,0.0,0.0,0.03256255217240136,-0.0,0.09218396030389635,0.12113017185094364,0.10255791926494622,0.0,-0.0,0.009388561249467915,-0.0,0.1108432828715707,1.1650714642147954e-05,0.0,-0.05073955942729178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26237112649586025,0.6803096654964368,0.996468
SGDRegression,0.0,0.0,0.048224632156524075,-0.00036249451152439146,0.1332192669694314,0.041264124476695085,0.0,0.008965567032361225,-0.0,0.0,-0.0,0.013055444402887088,0.057461324614863855,0.0,-0.1040310984803347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26237112649586025,0.4601678931567639,0.259512
SGDRegression,0.0,0.0,0.06031242225295915,-0.0,0.04631270796286296,0.0,0.0,0.0,-0.0,0.0,-0.0,0.08902021159027418,0.00652440019957902,0.0,-0.09151674294540266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26237112649586025,0.37302412555613285,0.4774293333333333
SGDRegression,0.0,0.0,0.06950408146706186,-0.00025587847872309975,0.06424735831887966,0.016122491806390353,0.0,0.0,-0.0,0.0,-0.0,0.01343942806179554,0.03772501401113727,0.0,-0.10489260980619627,0.0,0.0,0.0,0.0,0.0,0.0,0.009521085093900344,0.0,0.0,0.26237112649586025,0.3677820969701059,0.21818133333333334
SGDRegression,0.0,0.0,0.09617180723332742,-0.0,0.16534519653985746,0.0,0.0,0.0,-0.0,0.0,-0.0,0.19333577226040133,0.010473992463252778,0.0,-0.09105002577762203,0.0,0.10274844699455797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26237112649586025,0.7393963162096352,0.5138320000000001
SGDRegression,0.0,0.0,0.07492452818869622,-0.0,0.1515597414399932,0.0,0.0,0.013014532788911458,-0.0,0.0,-0.0,0.17554452939764334,0.003343755102284243,0.0,-0.020611136868221178,0.0,0.0,0.05893845157174522,0.3806193822298338,0.05043092300442873,0.0,0.0,0.01687137713833791,0.0,0.26237112649586025,1.1670072104895133,1.1877946666666666
