Model,display_bronze,within_promo_ins,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,within_Price,display_silver,display_gold,within_promo_catalogue,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
LinearRegression,0.0,0.11488170757033749,-0.0,-0.20492645461581935,0.0,0.44470971626634653,0.09458792829173476,-0.0,-0.0,-0.0,0.0,-0.0,-0.19751433151522763,-1.1113735403661102,0.0,-0.43569089437873826,-0.0,-0.0,0.0,0.0,0.44326645632444606,0.0,0.0,0.0,0.0,0.02906329148160585,0.0,2.37205985699878,1.5490637360573554,1.081392
LinearRegression,0.0,0.0,-0.08935904366398674,-0.2330851008674932,0.0,0.3002099345015285,0.07094094621880108,-0.0,-0.0,-0.0,0.0,-0.0,-0.4937858287880396,-0.17325388931299018,0.0,-0.43420664314258367,-0.0,-0.0,0.0,0.0,0.12013960723148004,0.0,0.0,0.06487455624013494,0.09793214475332725,0.0,0.0,2.37205985699878,1.6024665401689584,1.032616
LinearRegression,0.0,0.17423725648167854,-0.08935904366398674,-0.2416118529867346,0.0,0.28158931831092776,0.09458792829173476,-0.0,-0.0,-0.0,0.0,-0.0,-0.19751433151522763,-0.403987942216517,0.0,-0.4355818725212359,-0.0,-0.0,0.0,0.0,0.4074414579633766,0.0,0.0,0.0,0.13057619300443632,0.0,0.0,2.37205985699878,2.0924369681472323,2.293512
LinearRegression,0.0,0.0,-0.0,-0.23175677116764018,0.0,0.2192672559587111,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.5925429945456436,-0.05937809352041384,0.0,-0.4313205824388454,-0.0,-0.0,0.0,0.0,0.6695160896272955,0.0,0.0,0.0,0.0,0.0,0.0,2.37205985699878,1.9458447609122436,1.953432
LinearRegression,0.0,0.17423725648167854,-0.0,-0.29975070225391065,0.09915599613938991,0.3993932166596287,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.19751433151522763,-0.8226170581777952,0.0,-0.43643662736823124,-0.0,-0.0,0.0,0.0,0.4620673494068081,0.0,0.0,0.0,0.0,0.0,0.0,2.37205985699878,1.7505949563711207,1.631032
LinearRegression,0.0,0.17423725648167854,-0.0,-0.0997796834434525,0.0,0.5558633945469761,0.07094094621880108,-0.0,-0.0,-0.0,0.0,-0.0,-0.3950286630304356,-0.05395543657791105,0.0,-0.4332353961971795,-0.0,-0.0,0.0,0.0,0.357437992581808,0.0,0.0,0.0,0.09793214475332725,0.0,0.0,2.37205985699878,2.6464724123323924,2.358512
LinearRegression,0.0,0.0,-0.0,-0.28790531180198325,0.0,0.717558745344951,0.0,-0.0,-0.06293672546613864,-0.0,0.0,-0.0,-0.4937858287880396,-0.3522015684156083,0.0,-0.4334666946043341,-0.0,-0.0,0.30171536469872506,0.0,0.21905639347581046,0.0,0.0,0.06487455624013494,0.0,0.027246835764005484,0.0,2.37205985699878,2.072215623446303,2.1606
LinearRegression,0.23171454090158958,0.17552010221621395,-0.0,-0.2120682889765695,0.09988604578129531,0.40224331097451643,0.07409387716185889,-0.0,-0.0,-0.0,0.0,-0.0,-0.19751433151522763,-0.9673450606447431,0.0,-0.4357075854555232,-0.0,-0.0,0.0,0.0,0.43292901280997786,0.0,0.0,0.0,0.10228468452014178,0.0,0.0,2.37205985699878,2.0780961647723104,2.221544
LinearRegression,0.23171454090158958,0.0,-0.0,-0.1609124953893603,0.013075515974425038,0.7328542515015162,0.04887042961739629,-0.0,-0.0,-0.0,0.17427965220388647,-0.0,-0.4937858287880396,-1.0224419665090503,0.0,-0.4351481645437454,-0.5757241319951183,-0.0,0.0,0.0,0.6406192662027473,0.0,0.0,0.0,0.0,0.0,0.0,2.37205985699878,1.5254609261750272,1.9454239999999998
LinearRegression,0.0,0.0,-0.0,-0.3037396241894584,0.0,0.6090651550915503,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.4937858287880396,-1.0105121212355428,0.0,-0.4317336110911083,-0.0,-0.0,0.0,0.0,0.5370988874895276,0.0,0.0,0.0,0.0,0.0,0.0,2.37205985699878,1.278452714275709,1.2971920000000001
LinearRegression,0.0,0.0,-0.0,-0.14042158746911174,0.0,0.4146887228161939,0.09458792829173476,-0.0,-0.0,-0.0,0.0,-0.0,-0.19751433151522763,-1.1666846411796457,0.0,-0.43335455938666034,-0.0,-0.0,0.0,0.0,0.5810950179817387,0.0,0.0,0.06487455624013494,0.0,0.010293249066402072,0.0,2.37205985699878,1.5996242118443391,1.8179200000000002
LinearRegression,0.0,0.17423725648167854,-0.0,-0.25135929740858587,0.09915599613938991,0.6146703405774966,0.04887042961739629,-0.0,-0.0,-0.0,0.0,-0.0,-0.29627149727283164,-0.9245630086968618,0.0,-0.43593580324269066,-0.0,-0.0,0.0,0.0,0.2978422368704226,0.0,0.0,0.0,0.06746436638562543,0.0,0.0,2.37205985699878,1.7661708764498196,2.330848
LinearRegression,0.0,0.0,-0.011783610153492751,-0.18440171115921067,0.09915599613938991,0.2858644597832597,0.09458792829173476,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.3871777056947572,0.0,-0.43592745297629676,-0.0,-0.0,0.0,0.0,0.2933101146072346,0.0,0.0,0.06487455624013494,0.15451516172191632,0.006660337631201337,0.0,2.37205985699878,2.3517379314298945,2.322008
