Model,display_bronze,display_platinum,within_promo_ins,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,within_Price,promo_catalogue,display_silver,display_gold,within_promo_catalogue,cross_box_display_bronze,cross_box_promo_ins,promo_ins,Constant,y_pred,y_true
SGDRegression,0.0,0.0,0.0,-0.0,-0.0013521663562323942,-0.0,0.34249798699665474,0.2512924456787152,-0.0,0.07174498028383362,-0.0,-0.0,2.350583336913886,-0.07232603880003145,-0.0,0.13583642244563862,-0.0,0.0,-0.0,0.6119238802230368,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.07848832148054469,3.6117125259049563,7.76568
SGDRegression,0.0,0.0,0.0,-0.0,-0.00645169655678472,-0.0,0.14247694935644326,0.046944742599320424,-0.0,0.013402908404672216,-0.0,-0.0,0.08316319818425819,-0.10134019970615595,-0.0,0.14848502920493448,-0.0,0.0,-0.03882278633747634,0.3729620820994118,0.0,0.0,0.0,-0.18763547525708255,0.0,-0.0,-0.0,-0.07848832148054469,0.39469643051099607,0.00416
SGDRegression,0.0,0.0,0.07628196176230752,-0.0,-0.0016253968318174308,-0.0,0.5961899531323034,0.2512924456787152,-0.0,0.07174498028383362,-0.0,-0.0,2.414178723760672,-0.04878872097088823,-0.0,0.15979474450244072,-0.0,0.0,-0.0,0.1644594423613499,0.0,0.0,0.0,-0.1858818726845865,0.0,-0.0,-0.13444472378608394,-0.07848832148054469,3.284713215727702,3.43044
SGDRegression,0.0,0.0,0.0,-0.0,-0.0026407473458674464,-0.0,0.4534363495052645,0.12702695056286703,-0.0,0.03626669333028952,-0.0,-0.0,2.3236775963248615,-0.05473582660065206,-0.0,0.15975528746375242,-0.1688397365515221,0.0,-0.03882278633747634,0.26717401325663837,0.0,0.0,0.0,-0.18763547525708255,0.0,-0.0,-0.0,-0.07848832148054469,2.836173996870529,2.48352
SGDRegression,0.0,0.0,0.0,-0.0,-0.004222945488498435,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.002445976417184065,-0.0640064539900856,-0.0,0.1530221425868741,-0.0,0.0,-0.1128985821559532,0.17927148680178212,0.0,0.0,0.0,-0.5456532391708829,0.0,-0.08412248556310169,-0.0,-0.07848832148054469,-0.5546524220432263,0.0
SGDRegression,0.0,0.0,0.0,-0.0,-0.0076029842753894345,-0.0,0.35411746636164687,0.0,-0.0,0.0,-0.0,-0.0,2.3579212661654387,-0.07338882953995121,-0.0,0.15799803539088095,-0.0,0.0,-0.0,0.3820032074436882,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.07848832148054469,3.0925598400657694,3.185
SGDRegression,0.0,0.0,0.0,-0.0,-0.00274678342329573,-0.014818096437379523,0.46574746454674354,0.12702695056286703,-0.0,0.03626669333028952,-0.0,-0.0,2.335907478410782,-0.0752385902661599,-0.0,0.1542215124376776,-0.1688397365515221,0.0,-0.0,0.2802643252548276,0.0,0.0,0.0,-0.1858818726845865,0.0,-0.0,-0.0,-0.07848832148054469,2.873421023699699,3.224
SGDRegression,0.0,0.0,0.07628196176230752,-0.0,-0.005757214747554218,-0.0,0.16958906787475742,0.0,-0.0,0.0,-0.0,-0.0,0.06359538684678569,-0.0007664609121390694,-0.2521746500012294,0.15997092211660685,-0.0,0.0,-0.0,0.3703104480981622,0.0,0.0,0.0,-0.0,0.05534642653447268,-0.0,-0.0,-0.07848832148054469,0.5579075660916251,0.01404
SGDRegression,0.0,0.0,0.0,-0.0,-0.0050758863120778765,-0.02246614621151089,0.49221537383495706,0.0,-0.0,0.0,-0.0,-0.0,2.34079943124515,-0.04566713471054005,-0.0,0.13545150134118192,-0.0,0.0,-0.0,0.3053018879619734,0.0,0.0,0.0,-0.2818209037475989,0.3344505489154564,-0.08462431514730857,-0.0,-0.07848832148054469,3.0900760356891386,5.01644
SGDRegression,0.0,0.0,0.04717437108984807,-0.0,-0.004724074092568555,-0.0,0.5851237823085024,0.0,-0.0,0.0,-0.0,-0.0,2.3432454076623337,-0.047813225264529476,-0.0,0.15890206166990464,-0.0,0.0,-0.0,0.2979582852873909,0.0,0.0,0.0,-0.35977136648629643,0.0,-0.08412248556310169,-0.13444472378608394,-0.07848832148054469,2.723039711344856,2.86728
SGDRegression,0.0,0.0,0.03111501071883596,-0.0,-0.0068506114046927545,-0.043498283090372146,0.24705226364136698,0.0,-0.030347719004901887,0.0,-0.0,-0.0,0.875659557351895,-0.11508062204444311,-0.0,0.09657798195850614,-0.0,0.0,-0.0,0.16315576897928905,0.0,0.0,0.0,-0.35977136648629643,0.0,-0.0,-0.0,-0.07848832148054469,0.7795236591386421,0.01872
SGDRegression,0.0,0.0,0.0,-0.0,-0.004774987736625066,-0.02868018665299262,0.20541579591681447,0.0,-0.16244955467329833,0.0,-0.0,-0.0,2.3261235727420457,-0.028052469384289645,-0.0,0.16031573998716683,-0.0,0.0,-0.0,0.3448952892139949,0.0,0.0,0.0,-0.35977136648629643,0.0,-0.08412248556310169,-0.0,-0.07848832148054469,2.290411025882874,2.08104
