Model,display_bronze,within_display_bronze,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
SGDRegression,0.0,0.02050873284777223,0.0,0.0,-0.0,0.0,-0.0,0.00026439875330838057,0.02877723583230358,-0.0,0.0,0.0,0.3192671630699472,0.0,0.07413203896240195,0.0,-0.0,0.0,0.18774895533091202,0.6306985247966453,0.5189417777777778
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.0022651074304064177,-0.0,0.08804478485167537,0.04398041238909415,-0.0,0.022335630532429627,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.18774895533091202,0.3443748905345176,0.2417746666666667
SGDRegression,0.0,0.0,0.0,0.0,-0.009725237435811633,0.0,-0.0,0.08046535392350306,0.04937477141629941,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.18774895533091202,0.30786384323490285,0.15850055555555553
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.09271582949345586,0.03478298436145207,-0.0,0.060437588499515464,0.0,0.3192671630699472,0.0,0.0,0.0,-0.0,0.2283173338928777,0.18774895533091202,0.9232698546481604,0.5693241111111111
SGDRegression,0.0,0.0,0.017737818440914804,0.0,-0.0,0.0,-0.0,0.08839731652275311,0.03765461432045591,-0.0,0.0,0.0027781040392922214,0.0,0.0,0.0,0.002630703938327118,-0.0,0.0,0.18774895533091202,0.3369475125926552,0.4307074444444444
SGDRegression,0.015547902865790964,0.055494218293971914,0.017737818440914804,0.0,-0.0,0.0,-0.0,0.1745031771835006,0.0348300708514409,-0.0,0.0,0.0,0.0,0.0,0.0,0.002630703938327118,-0.0,0.0,0.18774895533091202,0.48849284690485834,0.5273926666666666
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.10487817214563927,0.04853129259663841,-0.0,0.0,0.009445553733593558,0.0,0.0,0.0,0.005091685041923455,-0.009682217153271775,0.0,0.18774895533091202,0.3460134416954349,0.16586077777777777
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0003525316710777374,0.011157440035284408,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002581924574205806,0.0,0.18774895533091202,0.19667700246306835,0.21694411111111112
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.02735736575479267,0.0835500060454336,0.042920030309708035,-0.0,0.0,0.0,0.0,0.0,0.0,0.002630703938327118,-0.00500247886252375,0.0,0.18774895533091202,0.28448985100706436,0.12938188888888888
SGDRegression,0.0,0.0,0.017737818440914804,0.0,-0.0,0.00224413421345821,-0.0,0.01205986251524218,0.007946299659880932,-0.0,0.060437588499515464,0.0,0.0,0.0,0.0,0.0,-0.002581924574205806,0.2283173338928777,0.18774895533091202,0.5139100679785955,0.4670404651162791
SGDRegression,0.015547902865790964,0.062069076765757715,0.017737818440914804,0.0,-0.0,0.0,-0.0,0.12876219286115878,0.03850958652804532,-0.0,0.0,0.0,0.0,0.0,0.0,0.003988486616173373,-0.0,0.0,0.18774895533091202,0.45436401940875293,0.4111585555555555
SGDRegression,0.015547902865790964,0.055494218293971914,0.0,0.0,-0.0,0.0,-0.02735736575479267,0.006253431119913818,0.029980989348691433,-0.0,0.0,0.0,0.3192671630699472,0.0,0.0,0.0038187637814425914,-0.0,0.0,0.18774895533091202,0.5907540580558772,0.35808954545454547
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.02735736575479267,8.81329177694731e-05,0.040982783967547835,-0.0,0.0,0.0,0.0,0.0,0.0,0.007722388980250574,-0.014684696015795525,0.0,0.18774895533091202,0.1945001994258917,0.12410522222222223
SGDRegression,0.0,0.01447675259842745,0.0,0.0,-0.0,0.0,-0.0,0.00026439875330838057,0.03460073449594623,-0.0,0.060437588499515464,0.0,0.3192671630699472,0.0,0.0,0.002655289956442325,-0.002768933129814171,0.2283173338928777,0.18774895533091202,0.8449992834675626,0.4400505555555556
SGDRegression,0.0,0.0,0.017737818440914804,0.0,-0.0,0.0,-0.0,0.08813291776944474,0.04211589939711705,-0.0,0.0,0.0,0.0,0.0,0.0,0.002569635441718379,-0.004886352582025008,0.0,0.18774895533091202,0.333418873798082,0.11676488888888888
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.004343485574435245,-0.0,0.00044066458884724924,0.04095351364695624,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.18774895533091202,0.23348661914115076,0.20001299999999997
SGDRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.09500728535546146,0.04247112326517468,-0.0,0.022335630532429627,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.18774895533091202,0.34756299448397776,0.15750733333333333
SGDRegression,0.0,0.0,0.0,0.0,-0.005024706008502676,0.0,-0.0,0.08822105068721417,0.04295016462613841,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.18774895533091202,0.3138954646357619,0.21873411111111113
SGDRegression,0.0,0.01447675259842745,0.0,0.0,-0.005071665877741019,0.0,-0.0,0.00044066458884724924,0.031500417383745295,-0.0,0.0,0.0,0.3192671630699472,0.0,0.0,0.0,-0.0,0.2283173338928777,0.18774895533091202,0.7766796209870159,1.5554451111111112
