Model,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Packsize,Wtd.Selling.Dist,WeekNum,Month,Segment_Xmas,Product.Type_Product.Type 3,Constant,y_pred,y_true
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.44642407746956286,0.0,0.2948280153776096,0.05180373685751662,0.0,0.0,-0.7701368977335532,0.022918931971135814,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.22114136903620646,0.380773477841686,0.0,0.3196742861177235,0.04120156234816381,0.0,0.0,-0.7701368977335532,0.19265379761022672,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.950299196548409,0.07837201304644388,0.0504963502100054,0.0,0.0,-0.7701368977335532,6.309030662071305,3.67794
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.22114136903620646,0.03939035977672616,0.0,0.18001693522874657,0.05729352429238118,0.0,0.0,-0.7701368977335532,-0.27229470939949285,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.048764575773717816,0.0,0.0,0.06565059962787688,6.511552854481726,0.2649490846538548,0.09835873797955878,0.0,0.0,-0.7701368977335532,6.2191389547831815,2.94736
ElasticNetRegression_Positive,0.7472263607792092,0.0,0.0,0.0,0.0,0.0,0.44642407746956286,0.0,0.3403745083488554,0.09835873797955878,0.0,0.0,-0.7701368977335532,0.862246786843633,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.44642407746956286,0.0,0.2149878643607604,0.08511691857314571,0.0,0.0,-0.7701368977335532,-0.02360803733008421,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.950299196548409,0.71029361246007,0.30019855328333894,0.0,0.0,-0.7701368977335532,7.190654464558265,5.1261
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.380773477841686,0.0,0.219285709686452,0.05729352429238118,0.0,0.0,-0.7701368977335532,-0.11278418591303396,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.44642407746956286,0.0,0.27634400765816797,0.05180373685751662,0.0,0.0,-0.7701368977335532,0.004434924251694228,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.06565059962787688,6.964227651852113,0.30407601496389036,0.11272339121163874,0.0,0.0,-0.7701368977335532,6.676540759921966,11.23096
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.950299196548409,0.71029361246007,0.30019855328333894,0.0,0.0,-0.7701368977335532,7.190654464558265,3.75354
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.13458372923714765,0.0,0.16159369331194434,0.1177969668304351,0.0,0.0,-0.7701368977335532,-0.35616250835402613,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.13458372923714765,0.0,0.16124611539578756,0.05729352429238118,0.0,0.0,-0.7701368977335532,-0.41701352880823683,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.048764575773717816,0.0,0.0,0.06565059962787688,6.511552854481726,0.4405851502380746,0.0504963502100054,0.0,0.0,-0.7701368977335532,6.346912632597848,2.60624
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.22114136903620646,0.03939035977672616,0.0,0.12136726498538472,0.0677434414692412,0.0,0.0,-0.7701368977335532,-0.3204944624659946,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.13458372923714765,0.0,0.3601500496136057,0.05729352429238118,0.0,0.0,-0.7701368977335532,-0.21810959459041868,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.13458372923714765,0.0,0.19660755149963055,0.049795880052820964,0.0,0.0,-0.7701368977335532,-0.38914973694395405,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.03939035977672616,0.006964227651852113,0.09989676916247722,0.04120156234816381,0.0,0.0,-0.7701368977335532,-0.5826839787943339,0.0
ElasticNetRegression_Positive,0.7472263607792092,0.0,1.0832035758664746,0.0,0.0,0.0,0.44642407746956286,0.0,0.32134168751692627,0.08511691857314571,0.0,0.0,-0.7701368977335532,1.9131757224717654,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.22114136903620646,0.44642407746956286,0.0,0.12136726498538472,0.0677434414692412,0.0,0.0,-0.7701368977335532,0.08653925522684203,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5120746770974397,0.0,0.15645183443362334,0.11272339121163874,0.0,0.0,-0.7701368977335532,0.01111300500914858,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.03939035977672616,0.0,0.15645183443362334,0.11272339121163874,0.0,0.0,-0.7701368977335532,-0.46157131231156495,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.03939035977672616,0.07660650417037325,0.1311749079003091,0.0677434414692412,0.0,0.0,-0.7701368977335532,-0.45522168441690347,0.01008
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.44642407746956286,0.0,0.4405851502380746,0.0504963502100054,0.0,0.0,-0.7701368977335532,0.16736868018408968,0.0
ElasticNetRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.950299196548409,0.15645183443362334,0.11272339121163874,0.0,0.0,-0.7701368977335532,6.449337524460118,3.37092
