Model,display_bronze,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
LinearRegression,-0.0,-0.4848168184670635,-0.1866969328679874,0.0,-0.05817965258820084,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.054713059346381133,0.18693178852754097,0.2744657174317607,-0.9515853748765092,-0.0,-0.0,0.0,-0.371954502422616,0.0,0.9342102644445943,-0.11837793274134407,0.11990274856691167,0.0,1.5290424959373703,0.9276548602908381,0.7917653333333333
LinearRegression,-0.0,-0.10844586728868526,-0.14637609528212175,0.0,-0.09471133640902779,0.11450127427736613,-0.0,-0.0,-0.08337692090639881,-0.0,-0.0,0.5816324853650727,0.013225545003674255,0.0,-0.36158143923520214,-0.0,-0.0,0.0,-0.371954502422616,0.0,0.0,-0.0,0.0,0.0,1.5290424959373703,1.0719556390394316,0.9480533333333334
LinearRegression,-0.0,-0.0,-0.2724168279127995,0.0,-0.05142718328841573,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03960572206417141,0.1868027588201881,0.0,-0.5869082961456816,-0.0,-0.13972939974072293,0.0,-0.371954502422616,0.0,0.0,-0.0,0.026472035397889594,0.651092136587577,1.5290424959373703,1.0105789392969606,0.8048013333333334
LinearRegression,-0.057036972064464474,-0.0,-0.16836718921480567,0.08246997630358319,-0.04989520945076817,0.17359870616245832,-0.2170887577721956,-0.0,-0.0,-0.0,-0.0,0.16167363546813793,0.148977770234521,0.0,-0.817055209652673,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1236391741965149,0.0,0.0,1.5290424959373703,0.6626800717546489,0.6528076923076923
LinearRegression,-0.0,-0.0,-0.1114847868172665,0.0,-0.051438967702551526,0.22161536956909575,-0.0,-0.0,-0.0,-0.0,-0.0,0.03960572206417141,0.1882866004547468,0.0,-0.833780898998728,-0.0,-0.0,0.0,-0.371954502422616,0.0,0.0,-0.0,0.026472035397889594,0.0,1.5290424959373703,0.6363630674821117,0.5516026666666666
LinearRegression,-0.0,-0.0,-0.03697004989405817,0.01712240049632339,-0.050208432570413755,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.16373087162611044,0.11090103346983377,0.0,-1.292900804028671,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.08231138500893456,0.04872368032552741,0.0,1.5290424959373703,0.4071298103530878,0.24535866666666667
LinearRegression,-0.0,-0.0,-0.1437272828542085,0.0,-0.07665761395305783,0.22161536956909575,-0.2170887577721956,-0.20761637180737888,-0.0,-0.0,-0.0,0.435254636292852,0.008371854137134966,0.0,-0.6226664319159759,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1.5290424959373703,0.9265278976336363,0.804892
LinearRegression,-0.0,-0.0,-0.2578238506219745,0.0,-0.06961053429987896,0.0,-0.2170887577721956,-0.0,-0.0,-0.0,-0.0,0.08676511276944761,0.12802972712093366,0.0,-0.7459396578258317,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.08154924255514813,0.04827253513732807,0.0,1.5290424959373703,0.4200978278900507,0.5574359999999999
LinearRegression,-0.0,-0.0,-0.09934038220293451,0.0,-0.05413759853963842,0.3361166438464619,-0.2170887577721956,-0.0,-0.0,-0.40487597223701455,-0.0,0.3535933536863132,3.225742683834754e-05,0.0,-0.6420726372332365,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1.5290424959373703,0.8012694029119642,0.996468
LinearRegression,-0.0,-0.0,-0.14712155744614458,0.01712240049632339,-0.07823672544724847,0.11450127427736613,-0.0,-0.10726845876714575,-0.0,-0.0,-0.0,0.041647254129334836,0.15909362916614905,0.0,-1.3164387414765584,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1.5290424959373703,0.2123415708694465,0.259512
