Model,display_bronze,display_platinum,within_promo_ins,within_display_gold,within_display_bronze,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,promo_ins,Constant,y_pred,y_true
SGDRegression,0.0,0.0,0.0,0.0,0.07316807732912246,0.0,0.0,0.0,0.0,0.11741852911151306,0.0,0.4535729773302838,0.04333947125189569,0.0,0.0,0.0,0.0,0.0,0.014848759144221678,0.13908155345134054,0.0,0.7826571621746741,1.6240865297930513,1.1079036363636363
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030580846221119375,0.12571113761580618,0.0,0.2677455406499036,0.0,0.0,0.017922208539453605,0.0,0.0,0.0,0.0,0.0,0.0,0.7826571621746741,1.2246168952009568,1.5263018181818182
SGDRegression,0.0,0.0,0.16483533940204784,0.0,0.11097158394916908,0.0,0.0,0.0,0.030580846221119375,0.1218652901935253,0.0,0.3337570962105895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7826571621746741,1.5446673181511252,1.6856436363636362
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08508937421796448,0.0,0.0,0.04333947125189569,0.0,0.017922208539453605,0.0,0.0,0.0,0.014848759144221678,0.0,0.0,0.7826571621746741,0.9438569753282096,1.1222109090909091
SGDRegression,0.0,0.0,0.009056886780332295,0.0,0.0,0.0,0.0,0.0,0.0,0.12198547292547163,0.11119356798358047,0.44724006827827023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003552338212151,0.7826571621746741,1.772488391963544,2.544523636363636
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.0564628710264096,0.0,0.0,0.0,0.03076677937824699,0.0,0.2240300215179539,0.0,0.0,0.0,0.0,0.0,0.0,0.014848759144221678,0.0,0.0,0.7826571621746741,1.1087655932415061,1.4122654545454545
SGDRegression,0.0,0.0,0.053635836869631054,0.0,0.0,0.007445653322163904,0.0,0.0,0.0,0.11886072189486843,0.0,0.45371465498026714,0.0,0.02715430929864515,0.01711890411595348,0.0,0.0,0.0,0.0,0.0,0.0,0.7826571621746741,1.4605872426562032,1.4956672727272726
SGDRegression,0.0,0.0,0.0,0.014189951348914136,0.0,0.0,0.0,0.0,0.0,0.12186529019352538,0.0,0.21864903651216686,0.0,0.0,0.0,0.0,0.0,0.0,0.039305538911175025,0.0,0.0,0.7826571621746741,1.1766669791404554,1.913849090909091
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037256646903346,0.0,0.4532977096088349,0.0,0.0,0.0,0.0,0.0,0.0,0.07948453424259838,0.13908155345134054,0.0,0.7826571621746741,1.491777606380794,1.13012
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.0,0.016525417687109883,0.0,0.0,0.3548996074373573,0.0,0.43741586884907563,0.0,0.0,0.018108898211739586,0.0,0.0,0.0,0.0,0.0,0.0,0.7826571621746741,1.6096069543599563,2.002770909090909
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11837999096708327,0.0,0.45377588564839194,0.0,0.013740453760225075,0.0,0.0,0.0,0.0,0.0,0.13908155345134054,0.0,0.7826571621746741,1.507635046001715,0.9842818181818181
SGDRegression,0.0,0.0,0.08151198102299069,0.020598316474230206,0.0,0.0,0.0,0.05054431275768946,0.0,0.3547794247054111,0.0,0.44082343376634153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7826571621746741,1.730914630901337,2.0489818181818182
SGDRegression,0.0,0.0,0.0,0.0,0.0378035066200466,0.0,0.016525417687109883,0.0,0.0,0.11886072189486836,0.0,0.453755333705537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7826571621746741,1.4096021420822358,1.3100945454545454
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.04715580437370472,0.0,0.0,0.0,0.004927492009797334,0.0,0.32037833933019855,0.0,0.0,0.017922208539453605,0.0,0.0,0.0,0.0,0.0,0.0,0.7826571621746741,1.1730410064278283,0.7644472727272728
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.01054800887306553,0.0,0.0,0.0,0.027245425332221074,0.0,0.3818795675780583,0.0,0.0,0.034688145560232794,0.0,0.0,0.0,0.07948453424259838,0.13908155345134054,0.0,0.7826571621746741,1.4555843972121907,1.043744
SGDRegression,0.0,0.0,0.010868264136398745,0.020598316474230206,0.0,0.0,0.0,0.0,0.0,0.12150474199768645,0.11119356798358047,0.5272765697206296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003552338212151,0.7826571621746741,1.8744538563084148,2.1559381818181818
SGDRegression,0.0,0.0,0.0,0.0,0.07316807732912246,0.0564628710264096,0.0,0.0,0.0,0.003605481958388329,0.0,0.31710501065077745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13908155345134054,0.0,0.7826571621746741,1.3720801565907124,0.9935309090909091
SGDRegression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1870043309084078,0.0,0.2164873042993006,0.0,0.0,0.0526103540996864,0.0,0.0,0.0,0.0,0.13908155345134054,0.0,0.7826571621746741,1.3778407049334094,1.2144127272727274
