Model,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Packsize,Wtd.Selling.Dist,WeekNum,Month,Product.Type_Product.Type 3,Constant,y_pred,y_true
LassoRegression_Positive,2.421284391833773,0.0,0.0,0.0,0.0,0.0,0.0,2.3466511848797524,2.0226507131130584,0.07176321962142326,0.0,-0.06853472832901941,6.7938147811189875,7.0902
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.021614671939914256,0.0,2.3466511848797524,0.8290924976803742,0.03568304736588963,0.0,-0.06853472832901941,3.1645066735369114,2.40084
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0527319482966173,0.8809544246473201,0.01797899559346943,0.0,-0.06853472832901941,2.883130640208387,2.31244
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3466511848797524,0.8287255500839095,0.047721337516746724,0.0,-0.06853472832901941,3.154563344151389,2.28124
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3466511848797524,0.9472496237418593,0.044714173084400996,0.0,-0.06853472832901941,3.2700802533769933,2.24068
LassoRegression_Positive,2.421284391833773,0.0,0.0,0.0,0.0,0.021614671939914256,0.0,2.3466511848797524,1.4519248847456774,0.05077855498170237,0.0,-0.06853472832901941,6.2237189600518,5.24316
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1514888117885507,1.2268636922476102,0.042224097340185084,0.0,-0.06853472832901941,3.3520418730473267,2.85324
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3466511848797524,1.2098617869447674,0.0607767605338274,0.0,-0.06853472832901941,3.548755004029328,3.52248
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.344299830987088,0.867255047712655,0.01797899559346943,0.0,-0.06853472832901941,3.1609991459641926,3.10856
LassoRegression_Positive,2.421284391833773,0.0,0.0,0.0,0.0,0.0,0.0,2.3466511848797524,1.0139715693004347,0.0607767605338274,0.0,-0.06853472832901941,5.774149178218769,6.25404
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3466511848797524,0.8881710607111167,0.03568304736588963,0.0,-0.06853472832901941,3.2019705646277394,2.55684
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.010407578228646,0.9511637314374782,0.048120710272783355,0.0,-0.06853472832901941,2.9411572916098883,3.84436
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3466511848797524,0.7669560380124296,0.044714173084400996,0.0,-0.06853472832901941,3.0897866676475636,2.2854
LassoRegression_Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0198129937993063,1.197018621068519,0.05077855498170237,0.0,-0.06853472832901941,3.1990754415205083,3.20892
