Model,display_bronze,within_promo_ins,within_display_gold,cross_box_Price,within_display_bronze,cross_box_Wtd.Selling.Dist,cross_box_promo_catalogue,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,within_Wtd.Selling.Dist,Product.Type_Product.Type 3,Price,Month_3,within_display_platinum,within_display_silver,within_Price,promo_catalogue,display_silver,display_gold,within_promo_catalogue,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
LinearRegression,0.0,0.09026988488077548,-0.0,0.5280644250375652,0.0,-0.2343755747107689,0.0,0.0,0.0,0.0,-0.0,-0.0,1.7398445669184417,-0.0016142368263395537,-0.0,-11.175087974600817,-0.0,-0.0,-0.0,1.4829334645567775,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,10.654877959506297,3.084912514761932,3.0108
LinearRegression,0.0,0.0,-0.0,0.33237690364492656,0.0,-0.25615978846837034,0.0,0.0,0.0,0.0,-0.0,-0.0,2.0237352887932456,-0.0391762860546278,-0.0,-0.16962884057269462,-0.0,-0.026370193249661122,-0.0,2.2192095123287032,-10.128614575564916,0.0,0.0,0.07601109133662506,-0.0,0.0,1.8651698707348838,10.654877959506297,6.551430942434412,7.0902
LinearRegression,0.0,0.17797931961068839,-0.02166376502981446,0.2634816192213705,0.0,-0.0,0.11718224909668021,0.0,0.0,0.0,-0.17430381687874416,-0.0,0.0,-0.03749730236657226,-0.28750275937087666,-11.482496914377181,-0.0,-0.14947818471221602,-0.0,1.0834077452655149,-0.0,0.0,0.0,0.0774589216477989,-0.0,0.17111801278290037,0.0,10.654877959506297,0.3925630843958441,0.0
LinearRegression,0.0,0.0,-0.0,0.5694563680522701,0.0,-0.3215558245892977,0.2268043530903488,0.0,0.0,0.0,-0.33736222621692424,-0.0,2.0237352887932456,-0.028264665968889487,-0.0,-11.528910248393263,-0.0,-0.07581430559277574,-0.0,0.818183214398323,-0.0,0.0,0.0,0.2185318875927971,-0.0,0.0,0.0,10.654877959506297,2.2196818006721326,2.2854
LinearRegression,0.0,0.0,-0.0,0.4384941269932992,0.0,-0.0995043867453793,0.0,0.0,0.0,0.0,-0.0,-0.0,1.7398445669184417,-0.003337124208298224,-0.0,-11.166237051152422,-0.0,-0.0,-0.0,2.3981385288885626,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,10.654877959506297,3.9622766202005018,4.44392
LinearRegression,0.0,0.0,-0.0,0.32793477453189884,0.0,-0.16967385615980507,0.0,0.0,0.0,0.0,-0.0,-0.0,2.0237352887932456,-0.044408205666848034,-0.0,-11.429169743337772,-0.0,-0.149731698699432,-0.0,0.5389278076357202,-0.0,0.0,0.0,0.4315959962097285,-0.0,0.0,0.0,10.654877959506297,2.184088322813034,2.11224
LinearRegression,0.0,0.0,-0.021258834842341288,0.20755826113028378,0.0,-0.373239088703448,0.2268043530903488,0.0,0.0,0.0,-0.0,-0.0,1.9203179543959958,-0.026293434459801677,-0.0,-11.236753355086254,-0.0,-0.0,-0.0,2.047995197769696,-0.0,0.0,0.396090442766545,0.0,-0.3272811350811414,0.3315411497668695,0.0,10.654877959506297,3.80035947025305,3.55836
LinearRegression,0.0,0.0,-0.0,0.5134980947981186,0.0,-0.16404428712437166,0.0,0.0,0.0,0.0,-0.0,-0.0,1.7317334034363046,-0.010104501672568371,-0.0,-11.246516350870104,-0.0,-0.0,-0.0,2.3000830760390696,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,10.654877959506297,3.779527394112746,3.60308
LinearRegression,0.0,0.0,-0.0,0.5198627766671773,0.0,-0.2696555862345341,0.11718224909668021,0.0,0.0,0.0,-0.0,-0.0,2.0237352887932456,-0.04679734645590441,-0.0,-0.23192389435206845,-0.0,-0.026370193249661122,-0.0,2.3508227929747316,-10.128614575564916,0.0,0.0,0.07601109133662506,-0.11149137568698222,0.0,1.8651698707348838,10.654877959506297,6.7928090575655755,6.25404
LinearRegression,0.0,0.0,-0.021258834842341288,0.1764176902428085,0.0,-0.23946858875492794,0.22510861960929943,0.0,0.0,0.09331840448252768,-0.0,-0.0,2.0217074979227116,-0.07282691528063133,-0.0,-11.665041477556127,-0.0,-0.0,-0.0,2.3655295835628385,-0.0,0.0,0.396090442766545,0.0,-0.0,0.0,0.0,10.654877959506297,3.934454381659002,4.14544
LinearRegression,0.47339673054783166,0.0,-0.0,0.2866188698980123,0.0242749285202305,-0.21940435210843304,0.2268043530903488,0.0,0.0,0.09402136798145445,-0.0,-0.0,2.0237352887932456,-0.05633964120125183,-0.0,-11.603435902289267,-0.0,-0.0,-0.0,2.1948998724614306,-0.0,0.0,0.0,0.21506022717117243,-0.0,0.0,0.0,10.654877959506297,4.3145097023710735,4.02844
LinearRegression,0.0,0.0,-0.0,0.27421599210186864,0.06635903357165816,-0.19779371774332238,0.2268043530903488,0.0,0.0,0.0,-0.33736222621692424,-0.0,2.019679707052177,-0.04841158328224396,-0.0,-11.667312719253095,-0.05725563807136493,-0.0,-0.0,2.1282118360648856,-0.0,0.0,0.0,0.21378119438425805,-0.0,0.0,0.0,10.654877959506297,3.2757941912045423,3.33164
LinearRegression,0.0,0.029435832026339818,-0.0,0.3069923890297152,0.0,-0.3180408418913581,0.2268043530903488,0.0,0.0,0.09402136798145445,-0.0,-0.0,2.0237352887932456,-0.06377787614836197,-0.0,-11.67866861750503,-0.0,-0.0,-0.0,2.1460271883493767,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,10.654877959506297,3.421407043232028,2.25004
