Model,display_bronze,within_display_bronze,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Constant,y_pred,y_true
LinearRegression,0.0,0.017877396107152888,0.0,0.0,-0.0,0.0,-0.0,0.0004983658534936926,-0.172910425987401,0.0,-0.0,0.0,0.27094625732990135,-0.0,0.2935191860476048,0.0,-0.0,0.0,0.3731669292694263,0.783097708620178,0.5189417777777778
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.043150606024716896,-0.0,0.1659558292133707,-0.26425998263402684,0.0,-0.19875707194607922,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.3731669292694263,0.11925630992740788,0.2417746666666667
LinearRegression,0.0,0.0,0.0,0.0,-0.10043058594041732,0.0,-0.0,0.15166934141322055,-0.2966724395759825,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.3731669292694263,0.12773324516624704,0.15850055555555553
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.1747602926250909,-0.20899646783658254,0.0,-0.5378132535011556,0.0,0.27094625732990135,-0.0,0.0,0.0,-0.0,0.8862321226726251,0.3731669292694263,0.9582958805593055,0.5693241111111111
LinearRegression,0.0,0.0,0.003667782659874648,0.0,-0.0,0.0,-0.0,0.16662031701802876,-0.22625089638500331,0.0,-0.0,0.021932895888898678,0.0,-0.0,0.0,0.01833832436982211,-0.0,0.0,0.3731669292694263,0.35747535282104714,0.4307074444444444
LinearRegression,0.040503592225803846,0.04837413064288428,0.003667782659874648,0.0,-0.0,0.0,-0.0,0.32892146330577954,-0.20927939094600365,0.0,-0.0,0.0,0.0,-0.0,0.0,0.01833832436982211,-0.0,0.0,0.3731669292694263,0.6036928315275871,0.5273926666666666
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.19768512188579682,-0.2916043266109695,0.0,-0.0,0.07457184602225556,0.0,-0.0,0.0,0.035493531038365375,-0.0892961699198288,0.0,0.3731669292694263,0.30001693168504573,0.16586077777777777
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0006644878046580619,-0.06704041071464774,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.02381231197862101,0.0,0.3731669292694263,0.28297869438081563,0.21694411111111112
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10404864087033232,0.15748360970397923,-0.2578885883095504,0.0,-0.0,0.0,0.0,-0.0,0.0,0.01833832436982211,-0.046136354458578215,0.0,0.3731669292694263,0.14091527970476667,0.12938188888888888
LinearRegression,0.0,0.0,0.003667782659874648,0.0,-0.0,0.04275106337633988,-0.0,0.022731664201212236,-0.047746005461413527,0.0,-0.5378132535011556,0.0,0.0,-0.0,0.0,0.0,-0.02381231197862101,0.8862321226726251,0.3731669292694263,0.7191779912382881,0.4670404651162791
LinearRegression,0.040503592225803846,0.054105413512530356,0.003667782659874648,0.0,-0.0,0.0,-0.0,0.24270417065138578,-0.23138806833171702,0.0,-0.0,0.0,0.0,-0.0,0.0,0.027803265980052876,-0.0,0.0,0.3731669292694263,0.5105630859673568,0.4111585555555555
LinearRegression,0.040503592225803846,0.04837413064288428,0.0,0.0,-0.0,0.0,-0.10404864087033232,0.01178710753490185,-0.18014327957053802,0.0,-0.0,0.0,0.27094625732990135,-0.0,0.0,0.026620148278774035,-0.0,0.0,0.3731669292694263,0.4872062448408213,0.35808954545454547
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10404864087033232,0.00016612195116458856,-0.2462484817955871,0.0,-0.0,0.0,0.0,-0.0,0.0,0.05383185540818749,-0.13543252437840703,0.0,0.3731669292694263,-0.0585647404155481,0.12410522222222223
LinearRegression,0.0,0.012619338428578505,0.0,0.0,-0.0,0.0,-0.0,0.0004983658534936926,-0.2079014042917584,0.0,-0.5378132535011556,0.0,0.27094625732990135,-0.0,0.0,0.01850971057888587,-0.025537035509782816,0.8862321226726251,0.3731669292694263,0.790721030830214,0.4400505555555556
LinearRegression,0.0,0.0,0.003667782659874648,0.0,-0.0,0.0,-0.0,0.16612195116453507,-0.25305690053189167,0.0,-0.0,0.0,0.0,-0.0,0.0,0.017912623140857294,-0.04506535678196968,0.0,0.3731669292694263,0.2627470289208319,0.11676488888888888
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.08274399363162559,-0.0,0.0008306097558227236,-0.24607260862862368,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.3731669292694263,0.21066892402825094,0.20001299999999997
LinearRegression,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.1790794633553689,-0.2551912928239334,0.0,-0.19875707194607922,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.3731669292694263,0.09829802785478259,0.15750733333333333
LinearRegression,0.0,0.0,0.0,0.0,-0.05188913606921561,0.0,-0.0,0.1662880731156996,-0.2580696528677025,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.3731669292694263,0.22949621344820778,0.21873411111111113
LinearRegression,0.0,0.012619338428578505,0.0,0.0,-0.05237408126612416,0.0,-0.0,0.0008306097558227236,-0.18927288987534163,0.0,-0.0,0.0,0.27094625732990135,-0.0,0.0,0.0,-0.0,0.8862321226726251,0.3731669292694263,1.302148286314888,1.5554451111111112
