Date,cross_box_promo_catalogue,cross_box_promo_ins,cross_box_display_platinum,cross_box_display_gold,cross_box_display_silver,cross_box_display_bronze,cross_box_Price,cross_box_Wtd.Selling.Dist
2018-08-05,0.28703703703703703,0.14814814814814814,0.0,0.0,0.28703703703703703,0.0,0.012939306953935525,20.526851851851852
2018-08-12,0.5555555555555556,0.14814814814814814,0.0,0.0,0.0,0.0,0.013034718045206036,20.512962962962963
2018-08-19,0.0,0.7037037037037037,0.0,0.0,0.0,0.0,0.013526732073932835,20.587962962962962
2018-08-26,0.5555555555555556,0.1574074074074074,0.0,0.0,0.0,0.4166666666666667,0.013322466610833382,21.946296296296296
2018-09-02,0.28703703703703703,0.1574074074074074,0.0,0.0,0.28703703703703703,0.0,0.012818157899979823,23.566666666666666
2018-09-09,0.5555555555555556,0.1574074074074074,0.4166666666666667,0.0,0.0,0.0,0.012877897605538912,24.68888888888889
2018-09-16,0.28703703703703703,0.1574074074074074,0.28703703703703703,0.0,0.0,0.0,0.012539355810019123,25.053703703703704
2018-09-23,0.0,0.7129629629629629,0.0,0.0,0.0,0.4166666666666667,0.013408271835458285,25.08425925925926
2018-09-30,0.5555555555555556,0.1574074074074074,0.0,0.4166666666666667,0.0,0.0,0.012973002944884205,24.97962962962963
2018-10-07,0.28703703703703703,0.7129629629629629,0.0,0.0,0.0,0.0,0.01282191469591377,24.668518518518518
2018-10-14,0.0,0.7129629629629629,0.0,0.0,0.0,0.0,0.013714406021114508,24.4712962962963
2018-10-21,0.2897196261682243,0.1588785046728972,0.0,0.0,0.0,0.2897196261682243,0.013133910554021556,24.594392523364487
2018-10-28,0.8425925925925926,0.1574074074074074,0.0,0.0,0.0,0.28703703703703703,0.012902936005507052,24.177777777777777
2018-11-04,0.0,0.7129629629629629,0.0,0.0,0.0,0.0,0.013638691089808565,24.40092592592593
2018-11-11,0.0,0.7129629629629629,0.0,0.0,0.0,0.0,0.01363828203281198,24.48148148148148
2018-11-18,0.8425925925925926,0.1574074074074074,0.0,0.0,0.0,0.5555555555555556,0.012895911836915819,24.51111111111111
2018-11-25,0.28703703703703703,0.1574074074074074,0.0,0.28703703703703703,0.0,0.0,0.01298167003501974,24.53055555555556
2018-12-02,0.5555555555555556,0.1574074074074074,0.0,0.0,0.0,0.0,0.012944999030036673,24.55462962962963
2018-12-09,0.0,0.1574074074074074,0.0,0.0,0.0,0.0,0.01393626762261573,24.553703703703704
2018-12-16,0.2897196261682243,0.14953271028037382,0.0,0.0,0.2897196261682243,0.0,0.013276089595425046,24.785981308411213
2018-12-23,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.013278642706616436,24.576851851851853
2018-12-30,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.013260443589261752,24.84722222222222
2019-01-06,0.28703703703703703,0.0,0.28703703703703703,0.0,0.0,0.0,0.012980041689081859,25.31851851851852
2019-01-13,0.5514018691588785,0.0,0.5514018691588785,0.0,0.0,0.0,0.012714278483308852,25.63644859813084
2019-01-20,0.28703703703703703,0.0,0.0,0.0,0.28703703703703703,0.0,0.013102403909318125,25.249074074074073
2019-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.013023507460372646,25.10747663551402
2019-02-03,0.28703703703703703,0.0,0.0,0.0,0.28703703703703703,0.0,0.013209845338604675,24.828703703703702
2019-02-10,0.8411214953271028,0.0,0.2897196261682243,0.5514018691588785,0.0,0.0,0.012258303161581632,25.046728971962615
2019-02-17,0.0,0.8425925925925926,0.0,0.0,0.0,0.8425925925925926,0.013320532964316708,24.78518518518519
2019-02-24,0.4166666666666667,0.0,0.0,0.0,0.0,0.4166666666666667,0.013497608858607681,24.77314814814815
2019-03-03,0.28703703703703703,0.0,0.0,0.0,0.0,0.28703703703703703,0.01309271440173445,24.76388888888889
2019-03-10,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.012967051388867178,24.74722222222222
2019-03-17,0.2897196261682243,0.0,0.0,0.0,0.2897196261682243,0.0,0.0131732408395513,25.03551401869159
2019-03-24,0.4166666666666667,0.0,0.0,0.0,0.4166666666666667,0.0,0.013489364448312403,24.822222222222223
2019-03-31,0.28703703703703703,0.0,0.0,0.0,0.28703703703703703,0.0,0.012757385228033994,24.55925925925926
2019-04-07,0.0,0.2897196261682243,0.0,0.0,0.0,0.2897196261682243,0.012486021949441385,24.457943925233646
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.013778113608337505,23.857407407407408
2019-04-21,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.012674377421820758,23.57314814814815
2019-04-28,0.28703703703703703,0.0,0.28703703703703703,0.0,0.0,0.0,0.012992109754580901,23.330555555555552
2019-05-05,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.013500040807221135,23.27314814814815
2019-05-12,0.28703703703703703,0.0,0.0,0.0,0.28703703703703703,0.0,0.013309457608201099,23.21759259259259
2019-05-19,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.01343984414973096,23.25740740740741
2019-05-26,0.28703703703703703,0.0,0.0,0.0,0.28703703703703703,0.0,0.013330383475398,23.35925925925926
2019-06-02,0.5607476635514018,0.0,0.0,0.0,0.5607476635514018,0.0,0.013220452917078409,23.57943925233645
2019-06-09,0.2897196261682243,0.0,0.2897196261682243,0.0,0.0,0.0,0.012852509465351788,23.549532710280374
2019-06-16,0.5555555555555556,0.10185185185185185,0.0,0.0,0.0,0.6574074074074074,0.013160072579456374,23.299074074074074
2019-06-23,0.11214953271028037,0.0,0.0,0.0,0.0,0.11214953271028037,0.013564373375478923,23.477570093457942
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.013605007149665496,24.014814814814812
2019-07-07,0.8425925925925926,0.0,0.0,0.8425925925925926,0.0,0.0,0.012833980820840396,26.022222222222222
2019-07-14,0.28703703703703703,0.0,0.0,0.0,0.0,0.28703703703703703,0.013487511534305685,26.503703703703703
2019-07-21,0.28703703703703703,0.0,0.0,0.28703703703703703,0.0,0.0,0.013164505420590519,26.66018518518519
2019-07-28,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.012999108299858645,25.208333333333332
2019-08-04,0.4351851851851852,0.0,0.0,0.0,0.0,0.4351851851851852,0.013295368904073408,24.433333333333334
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.013105894829497203,24.147222222222222
2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.013724157326273507,24.40555555555556
2019-08-25,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.013515406081271619,26.352777777777778
2019-09-01,0.28703703703703703,0.0,0.0,0.0,0.28703703703703703,0.0,0.013345694675709063,27.746296296296297
2019-09-08,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.013051766408736508,27.312962962962963
